alert,felt,mag,magType,place,time,title,tsunami,type,parsed_place
,,0.56,ml,"7km ESE of Valle Vista, CA",,"M 0.6 - 7km ESE of Valle Vista, CA",0,earthquake, CA
,,2.0,ml,"112km NNW of Arctic Village, Alaska",,"M 2.0 - 112km NNW of Arctic Village, Alaska",0,earthquake, Alaska
,,0.7,md,"5km NW of The Geysers, CA",,"M 0.7 - 5km NW of The Geysers, CA",0,earthquake, CA
,,2.2,ml,"22km ENE of Honaunau-Napoopoo, Hawaii",,"M 2.2 - 22km ENE of Honaunau-Napoopoo, Hawaii",0,earthquake, Hawaii
,,0.53,ml,"9km NE of Aguanga, CA",,"M 0.5 - 9km NE of Aguanga, CA",0,earthquake, CA
,,2.1,md,"10km S of Pole Ojea, Puerto Rico",,"M 2.1 - 10km S of Pole Ojea, Puerto Rico",0,earthquake, Puerto Rico
,,2.08,md,"8km NW of Montgomery Creek, CA",,"M 2.1 - 8km NW of Montgomery Creek, CA",0,earthquake, CA
,,0.77,ml,"7km NW of Garnet, CA",,"M 0.8 - 7km NW of Garnet, CA",0,earthquake, CA
,,0.76,md,"6km WNW of Cobb, CA",,"M 0.8 - 6km WNW of Cobb, CA",0,earthquake, CA
,,1.8,ml,"72km SSW of Kaktovik, Alaska",,"M 1.8 - 72km SSW of Kaktovik, Alaska",0,earthquake, Alaska
,,3.5,ml,"269km ESE of Kodiak, Alaska",,"M 3.5 - 269km ESE of Kodiak, Alaska",0,earthquake, Alaska
,,1.6,ml,"119km NNW of Arctic Village, Alaska",,"M 1.6 - 119km NNW of Arctic Village, Alaska",0,earthquake, Alaska
,,2.1,ml,"34km ENE of Ensenada, B.C., MX",,"M 2.1 - 34km ENE of Ensenada, B.C., MX",0,earthquake," B.C., MX"
,,0.56,md,"7km WNW of Cobb, CA",,"M 0.6 - 7km WNW of Cobb, CA",0,earthquake, CA
,,2.0,ml,"121km NNW of Arctic Village, Alaska",,"M 2.0 - 121km NNW of Arctic Village, Alaska",0,earthquake, Alaska
,,1.6,ml,"120km NNW of Arctic Village, Alaska",,"M 1.6 - 120km NNW of Arctic Village, Alaska",0,earthquake, Alaska
,,0.45,md,"9km WNW of Cobb, CA",,"M 0.5 - 9km WNW of Cobb, CA",0,earthquake, CA
,,0.44,ml,"10km NE of Aguanga, CA",,"M 0.4 - 10km NE of Aguanga, CA",0,earthquake, CA
,,1.19,md,"20km SSE of Livermore, CA",,"M 1.2 - 20km SSE of Livermore, CA",0,earthquake, CA
,,0.67,md,"7km WNW of The Geysers, CA",,"M 0.7 - 7km WNW of The Geysers, CA",0,earthquake, CA
,,0.56,md,"8km WNW of The Geysers, CA",,"M 0.6 - 8km WNW of The Geysers, CA",0,earthquake, CA
,,0.5,ml,"10km NE of Aguanga, CA",,"M 0.5 - 10km NE of Aguanga, CA",0,earthquake, CA
,,1.11,ml,"9km NE of Aguanga, CA",,"M 1.1 - 9km NE of Aguanga, CA",0,earthquake, CA
,,1.8,ml,"5km WSW of Volcano, Hawaii",,"M 1.8 - 5km WSW of Volcano, Hawaii",0,earthquake, Hawaii
,,1.84,ml,"8km NE of Aguanga, CA",,"M 1.8 - 8km NE of Aguanga, CA",0,earthquake, CA
,,1.99,ml,"22km ENE of Honaunau-Napoopoo, Hawaii",,"M 2.0 - 22km ENE of Honaunau-Napoopoo, Hawaii",0,earthquake, Hawaii
,,1.39,ml,"9km NE of Aguanga, CA",,"M 1.4 - 9km NE of Aguanga, CA",0,earthquake, CA
,,1.34,ml,"9km NE of Aguanga, CA",,"M 1.3 - 9km NE of Aguanga, CA",0,earthquake, CA
,,2.3,ml,"47km WNW of Nikiski, Alaska",,"M 2.3 - 47km WNW of Nikiski, Alaska",0,earthquake, Alaska
,,1.26,ml,"10km NE of Aguanga, CA",,"M 1.3 - 10km NE of Aguanga, CA",0,earthquake, CA
,,0.85,ml,"3km ENE of Manhattan, Montana",,"M 0.9 - 3km ENE of Manhattan, Montana",0,earthquake, Montana
,,0.95,ml,"23km WNW of Lincoln, Montana",,"M 1.0 - 23km WNW of Lincoln, Montana",0,earthquake, Montana
,,0.59,md,"6km WNW of Cobb, CA",,"M 0.6 - 6km WNW of Cobb, CA",0,earthquake, CA
,,1.03,ml,"9km N of Anza, CA",,"M 1.0 - 9km N of Anza, CA",0,earthquake, CA
,,1.31,ml,"4km N of La Verne, CA",,"M 1.3 - 4km N of La Verne, CA",0,earthquake, CA
,,0.31,ml,"10km NE of Aguanga, CA",,"M 0.3 - 10km NE of Aguanga, CA",0,earthquake, CA
,,0.53,ml,"19km ESE of Anza, CA",,"M 0.5 - 19km ESE of Anza, CA",0,earthquake, CA
,,1.39,ml,"19km ESE of Anza, CA",,"M 1.4 - 19km ESE of Anza, CA",0,earthquake, CA
,,0.84,md,"10km ENE of Milpitas, CA",,"M 0.8 - 10km ENE of Milpitas, CA",0,earthquake, CA
,,0.38,ml,"5km SW of Anza, CA",,"M 0.4 - 5km SW of Anza, CA",0,earthquake, CA
,1.0,1.91,ml,"2km W of Manhattan, Montana",,"M 1.9 - 2km W of Manhattan, Montana",0,earthquake, Montana
,,1.3,ml,"48km ENE of Cape Yakataga, Alaska",,"M 1.3 - 48km ENE of Cape Yakataga, Alaska",0,earthquake, Alaska
,,1.6,ml,"5km S of Houston, Alaska",,"M 1.6 - 5km S of Houston, Alaska",0,earthquake, Alaska
,,0.88,md,"7km NW of The Geysers, CA",,"M 0.9 - 7km NW of The Geysers, CA",0,earthquake, CA
,,1.27,ml,"10km NNE of Waterville, Washington",,"M 1.3 - 10km NNE of Waterville, Washington",0,earthquake, Washington
,,2.6,ml,"59km SSW of Kaktovik, Alaska",,"M 2.6 - 59km SSW of Kaktovik, Alaska",0,earthquake, Alaska
,,1.13,ml,"1km NW of Manhattan, Montana",,"M 1.1 - 1km NW of Manhattan, Montana",0,earthquake, Montana
,,1.88,ml,"13km SSE of Volcano, Hawaii",,"M 1.9 - 13km SSE of Volcano, Hawaii",0,earthquake, Hawaii
,,0.4,ml,"5km WSW of Dayton, Nevada",,"M 0.4 - 5km WSW of Dayton, Nevada",0,earthquake, Nevada
,,0.6,ml,"24km WSW of Hawthorne, Nevada",,"M 0.6 - 24km WSW of Hawthorne, Nevada",0,earthquake, Nevada
,,-0.52,ml,"14km W of Akutan, Alaska",,"M -0.5 - 14km W of Akutan, Alaska",0,earthquake, Alaska
,,1.2,ml,"29km WSW of Hawthorne, Nevada",,"M 1.2 - 29km WSW of Hawthorne, Nevada",0,earthquake, Nevada
,10.0,2.8,ml,"2km NNW of Manhattan, Montana",,"M 2.8 - 2km NNW of Manhattan, Montana",0,earthquake, Montana
,1.0,2.39,md,"1km SSW of Boqueron, Puerto Rico",,"M 2.4 - 1km SSW of Boqueron, Puerto Rico",0,earthquake, Puerto Rico
,2.0,1.13,ml,"10km NNE of Julian, CA",,"M 1.1 - 10km NNE of Julian, CA",0,earthquake, CA
,,0.31,md,"9km WNW of Cobb, CA",,"M 0.3 - 9km WNW of Cobb, CA",0,earthquake, CA
,,1.01,md,"17km WSW of Toms Place, CA",,"M 1.0 - 17km WSW of Toms Place, CA",0,earthquake, CA
,,0.51,md,"9km WNW of Cobb, CA",,"M 0.5 - 9km WNW of Cobb, CA",0,earthquake, CA
,,0.43,md,"9km WNW of Cobb, CA",,"M 0.4 - 9km WNW of Cobb, CA",0,earthquake, CA
,,0.52,md,"8km E of Mammoth Lakes, CA",,"M 0.5 - 8km E of Mammoth Lakes, CA",0,earthquake, CA
,,1.5,ml,"115km NW of Arctic Village, Alaska",,"M 1.5 - 115km NW of Arctic Village, Alaska",0,earthquake, Alaska
,,1.09,md,"9km NW of The Geysers, CA",,"M 1.1 - 9km NW of The Geysers, CA",0,earthquake, CA
,,1.9,ml,"119km NNW of Arctic Village, Alaska",,"M 1.9 - 119km NNW of Arctic Village, Alaska",0,earthquake, Alaska
,,4.6,mb,"162km SSW of Ndoi Island, Fiji",,"M 4.6 - 162km SSW of Ndoi Island, Fiji",0,earthquake, Fiji
,,1.5,ml,"105km NNW of Arctic Village, Alaska",,"M 1.5 - 105km NNW of Arctic Village, Alaska",0,earthquake, Alaska
,,0.57,md,"9km NW of The Geysers, CA",,"M 0.6 - 9km NW of The Geysers, CA",0,earthquake, CA
,,0.91,ml,"21km SE of Lincoln, Montana",,"M 0.9 - 21km SE of Lincoln, Montana",0,earthquake, Montana
,,0.7,ml,"6km NW of Lemmon Valley, Nevada",,"M 0.7 - 6km NW of Lemmon Valley, Nevada",0,earthquake, Nevada
,,0.28,ml,"23km NNW of Borrego Springs, CA",,"M 0.3 - 23km NNW of Borrego Springs, CA",0,earthquake, CA
,,5.1,mb,"44km ENE of Prome, Burma",,"M 5.1 - 44km ENE of Prome, Burma",0,earthquake, Burma
,10.0,3.1,mb_lg,"7km NE of Luther, Oklahoma",,"M 3.1 - 7km NE of Luther, Oklahoma",0,earthquake, Oklahoma
,,3.6,ml,"259km SE of Kodiak, Alaska",,"M 3.6 - 259km SE of Kodiak, Alaska",0,earthquake, Alaska
,,1.3,ml,"27km SE of Lone Pine, California",,"M 1.3 - 27km SE of Lone Pine, California",0,earthquake, California
,,0.99,ml,"23km NW of Friday Harbor, Washington",,"M 1.0 - 23km NW of Friday Harbor, Washington",0,earthquake, Washington
,,1.72,ml,"25km SSW of Nephi, Utah",,"M 1.7 - 25km SSW of Nephi, Utah",0,earthquake, Utah
,,1.17,md,"4km ESE of Oakland, CA",,"M 1.2 - 4km ESE of Oakland, CA",0,earthquake, CA
,,0.54,ml,"9km ENE of Aguanga, CA",,"M 0.5 - 9km ENE of Aguanga, CA",0,earthquake, CA
,,4.5,mwr,"33km ENE of Yilan, Taiwan",,"M 4.5 - 33km ENE of Yilan, Taiwan",0,earthquake, Taiwan
,,0.94,md,"9km NW of The Geysers, CA",,"M 0.9 - 9km NW of The Geysers, CA",0,earthquake, CA
,,2.21,ml,"26km E of Honaunau-Napoopoo, Hawaii",,"M 2.2 - 26km E of Honaunau-Napoopoo, Hawaii",0,earthquake, Hawaii
,,1.81,md,"9km NW of The Geysers, CA",,"M 1.8 - 9km NW of The Geysers, CA",0,earthquake, CA
,,1.6,ml,"54km NE of Y, Alaska",,"M 1.6 - 54km NE of Y, Alaska",0,earthquake, Alaska
,,0.43,md,"9km WNW of Cobb, CA",,"M 0.4 - 9km WNW of Cobb, CA",0,earthquake, CA
,,0.57,md,"9km NW of The Geysers, CA",,"M 0.6 - 9km NW of The Geysers, CA",0,earthquake, CA
,,1.56,md,"6km ESE of Bella Vista, CA",,"M 1.6 - 6km ESE of Bella Vista, CA",0,earthquake, CA
,,1.14,md,"9km WNW of Cobb, CA",,"M 1.1 - 9km WNW of Cobb, CA",0,earthquake, CA
,,1.05,md,"9km NW of The Geysers, CA",,"M 1.1 - 9km NW of The Geysers, CA",0,earthquake, CA
,,0.36,md,"10km NW of The Geysers, CA",,"M 0.4 - 10km NW of The Geysers, CA",0,earthquake, CA
,,1.08,md,"9km NW of The Geysers, CA",,"M 1.1 - 9km NW of The Geysers, CA",0,earthquake, CA
,,1.43,md,"9km NW of The Geysers, CA",,"M 1.4 - 9km NW of The Geysers, CA",0,earthquake, CA
,1.0,1.63,md,"9km NW of The Geysers, CA",,"M 1.6 - 9km NW of The Geysers, CA",0,earthquake, CA
,,1.35,md,"9km NW of The Geysers, CA",,"M 1.4 - 9km NW of The Geysers, CA",0,earthquake, CA
,,2.22,md,"9km WNW of Cobb, CA",,"M 2.2 - 9km WNW of Cobb, CA",0,earthquake, CA
,,1.67,md,"9km NW of The Geysers, CA",,"M 1.7 - 9km NW of The Geysers, CA",0,earthquake, CA
,,1.05,md,"9km NW of The Geysers, CA",,"M 1.1 - 9km NW of The Geysers, CA",0,earthquake, CA
,3.0,3.35,mw,"9km WNW of Cobb, CA",,"M 3.4 - 9km WNW of Cobb, CA",0,earthquake, CA
,,1.35,ml,"30km SSW of Toppenish, Washington",,"M 1.4 - 30km SSW of Toppenish, Washington",0,earthquake, Washington
,,1.6,ml,"19km WSW of Whittier, Alaska",,"M 1.6 - 19km WSW of Whittier, Alaska",0,earthquake, Alaska
,,2.0,ml,"76km N of Kobuk, Alaska",,"M 2.0 - 76km N of Kobuk, Alaska",0,earthquake, Alaska
,,1.7,ml,"125km NNW of Arctic Village, Alaska",,"M 1.7 - 125km NNW of Arctic Village, Alaska",0,earthquake, Alaska
,,0.38,md,"2km W of Mammoth Lakes, CA",,"M 0.4 - 2km W of Mammoth Lakes, CA",0,earthquake, CA
,,4.7,mb,"81km SSW of Masachapa, Nicaragua",,"M 4.7 - 81km SSW of Masachapa, Nicaragua",0,earthquake, Nicaragua
,,2.49,md,"31km NNW of San Antonio, Puerto Rico",,"M 2.5 - 31km NNW of San Antonio, Puerto Rico",0,earthquake, Puerto Rico
,,1.7,ml,"118km NNW of Arctic Village, Alaska",,"M 1.7 - 118km NNW of Arctic Village, Alaska",0,earthquake, Alaska
,,1.06,ml,"22km E of Mount Hood Village, Oregon",,"M 1.1 - 22km E of Mount Hood Village, Oregon",0,earthquake, Oregon
,,2.1,ml,"125km NNW of Arctic Village, Alaska",,"M 2.1 - 125km NNW of Arctic Village, Alaska",0,earthquake, Alaska
,,1.97,ml,"8km ENE of Aguanga, CA",,"M 2.0 - 8km ENE of Aguanga, CA",0,earthquake, CA
,,0.89,ml,"10km ESE of Lincoln, Montana",,"M 0.9 - 10km ESE of Lincoln, Montana",0,earthquake, Montana
,,1.7,ml,"119km NNW of Arctic Village, Alaska",,"M 1.7 - 119km NNW of Arctic Village, Alaska",0,earthquake, Alaska
,,1.35,md,"29km E of Honaunau-Napoopoo, Hawaii",,"M 1.4 - 29km E of Honaunau-Napoopoo, Hawaii",0,earthquake, Hawaii
,,1.07,md,"29km E of Honaunau-Napoopoo, Hawaii",,"M 1.1 - 29km E of Honaunau-Napoopoo, Hawaii",0,earthquake, Hawaii
,,0.87,ml,"11km SE of Lincoln, Montana",,"M 0.9 - 11km SE of Lincoln, Montana",0,earthquake, Montana
,,0.58,ml,"20km ESE of Anza, CA",,"M 0.6 - 20km ESE of Anza, CA",0,earthquake, CA
,,0.19,md,"3km WSW of Mammoth Lakes, CA",,"M 0.2 - 3km WSW of Mammoth Lakes, CA",0,earthquake, CA
,,1.01,md,"2km W of Mammoth Lakes, CA",,"M 1.0 - 2km W of Mammoth Lakes, CA",0,earthquake, CA
green,,5.0,ml,"61km SSW of Chignik Lake, Alaska",,"M 5.0 - 61km SSW of Chignik Lake, Alaska",1,earthquake, Alaska
,,0.79,ml,"14km SE of Lincoln, Montana",,"M 0.8 - 14km SE of Lincoln, Montana",0,earthquake, Montana
,,2.85,md,"127km NNE of Vieques, Puerto Rico",,"M 2.9 - 127km NNE of Vieques, Puerto Rico",0,earthquake, Puerto Rico
,1.0,5.3,mb,"65km NNW of Lae, Papua New Guinea",,"M 5.3 - 65km NNW of Lae, Papua New Guinea",1,earthquake, Papua New Guinea
,,0.04,ml,"32km NNE of Amboy, Washington",,"M 0.0 - 32km NNE of Amboy, Washington",0,earthquake, Washington
,,2.08,md,"58km SE of Pahala, Hawaii",,"M 2.1 - 58km SE of Pahala, Hawaii",0,earthquake, Hawaii
,,-0.5,ml,"51km NW of Beatty, Nevada",,"M -0.5 - 51km NW of Beatty, Nevada",0,earthquake, Nevada
,,1.8,ml,"52km SSW of Kaktovik, Alaska",,"M 1.8 - 52km SSW of Kaktovik, Alaska",0,earthquake, Alaska
,,1.5,ml,"130km NNW of Arctic Village, Alaska",,"M 1.5 - 130km NNW of Arctic Village, Alaska",0,earthquake, Alaska
,,1.5,ml,"99km NNW of Arctic Village, Alaska",,"M 1.5 - 99km NNW of Arctic Village, Alaska",0,earthquake, Alaska
,,0.65,md,"2km W of Mammoth Lakes, CA",,"M 0.7 - 2km W of Mammoth Lakes, CA",0,earthquake, CA
,,0.26,ml,"4km SW of Anza, CA",,"M 0.3 - 4km SW of Anza, CA",0,earthquake, CA
,,0.88,ml,"14km ESE of Lincoln, Montana",,"M 0.9 - 14km ESE of Lincoln, Montana",0,earthquake, Montana
,,0.0,ml,"51km NE of Beatty, Nevada",,"M 0.0 - 51km NE of Beatty, Nevada",0,earthquake, Nevada
,,4.9,mb,"99km N of Visokoi Island, South Georgia and the South Sandwich Islands",,"M 4.9 - 99km N of Visokoi Island, South Georgia and the South Sandwich Islands",0,earthquake, South Georgia and the South Sandwich Islands
,,1.8,ml,"115km NNW of Arctic Village, Alaska",,"M 1.8 - 115km NNW of Arctic Village, Alaska",0,earthquake, Alaska
,,1.9,ml,"118km NNW of Arctic Village, Alaska",,"M 1.9 - 118km NNW of Arctic Village, Alaska",0,earthquake, Alaska
,,0.23,md,"2km SSW of Cobb, CA",,"M 0.2 - 2km SSW of Cobb, CA",0,earthquake, CA
,,2.17,ml,"22km ENE of Honaunau-Napoopoo, Hawaii",,"M 2.2 - 22km ENE of Honaunau-Napoopoo, Hawaii",0,earthquake, Hawaii
,,0.88,md,"2km NW of The Geysers, CA",,"M 0.9 - 2km NW of The Geysers, CA",0,earthquake, CA
,,0.46,ml,"13km W of Akutan, Alaska",,"M 0.5 - 13km W of Akutan, Alaska",0,earthquake, Alaska
,,1.2,ml,"73km ENE of Cape Yakataga, Alaska",,"M 1.2 - 73km ENE of Cape Yakataga, Alaska",0,earthquake, Alaska
,,1.2,ml,"110km NW of Arctic Village, Alaska",,"M 1.2 - 110km NW of Arctic Village, Alaska",0,earthquake, Alaska
,,2.0,ml,"17km S of Victor, Idaho",,"M 2.0 - 17km S of Victor, Idaho",0,earthquake, Idaho
,,2.35,md,"43km N of San Antonio, Puerto Rico",,"M 2.4 - 43km N of San Antonio, Puerto Rico",0,earthquake, Puerto Rico
,,0.4,ml,"14km N of Richland, Washington",,"M 0.4 - 14km N of Richland, Washington",0,earthquake, Washington
,,2.8,ml,"40km SSE of King Salmon, Alaska",,"M 2.8 - 40km SSE of King Salmon, Alaska",0,earthquake, Alaska
,,2.4,ml,"8km ESE of Willow, Alaska",,"M 2.4 - 8km ESE of Willow, Alaska",0,earthquake, Alaska
,,4.5,mb,"50km WNW of Morrope, Peru",,"M 4.5 - 50km WNW of Morrope, Peru",0,earthquake, Peru
,,0.55,md,"6km NW of The Geysers, CA",,"M 0.6 - 6km NW of The Geysers, CA",0,earthquake, CA
,,1.7,ml,"58km WSW of Talkeetna, Alaska",,"M 1.7 - 58km WSW of Talkeetna, Alaska",0,earthquake, Alaska
,,1.44,md,"3km ENE of Bella Vista, CA",,"M 1.4 - 3km ENE of Bella Vista, CA",0,earthquake, CA
,,0.67,md,"3km W of Mammoth Lakes, CA",,"M 0.7 - 3km W of Mammoth Lakes, CA",0,earthquake, CA
,,1.6,ml,"111km NNW of Arctic Village, Alaska",,"M 1.6 - 111km NNW of Arctic Village, Alaska",0,earthquake, Alaska
,,3.14,md,"63km N of Culebra, Puerto Rico",,"M 3.1 - 63km N of Culebra, Puerto Rico",0,earthquake, Puerto Rico
,,2.5,ml,"85km NNW of Talkeetna, Alaska",,"M 2.5 - 85km NNW of Talkeetna, Alaska",0,earthquake, Alaska
,,0.44,ml,"10km NE of Aguanga, CA",,"M 0.4 - 10km NE of Aguanga, CA",0,earthquake, CA
,,4.6,mb,"20km NE of Belanting, Indonesia",,"M 4.6 - 20km NE of Belanting, Indonesia",0,earthquake, Indonesia
,,-0.18,ml,"14km WSW of Akutan, Alaska",,"M -0.2 - 14km WSW of Akutan, Alaska",0,earthquake, Alaska
,,-0.37,md,"13km ESE of Mammoth Lakes, CA",,"M -0.4 - 13km ESE of Mammoth Lakes, CA",0,earthquake, CA
,,1.52,ml,"7km SW of Holtville, CA",,"M 1.5 - 7km SW of Holtville, CA",0,earthquake, CA
,,5.4,mww,"62km NW of Finschhafen, Papua New Guinea",,"M 5.4 - 62km NW of Finschhafen, Papua New Guinea",1,earthquake, Papua New Guinea
,,0.82,ml,"9km NE of Aguanga, CA",,"M 0.8 - 9km NE of Aguanga, CA",0,earthquake, CA
,,1.5,ml,"11km E of Santa Clarita, CA",,"M 1.5 - 11km E of Santa Clarita, CA",0,earthquake, CA
,,4.6,mb,"62km E of Sary-Tash, Kyrgyzstan",,"M 4.6 - 62km E of Sary-Tash, Kyrgyzstan",0,earthquake, Kyrgyzstan
,,1.0,ml,"1km E of Gardnerville Ranchos, Nevada",,"M 1.0 - 1km E of Gardnerville Ranchos, Nevada",0,earthquake, Nevada
,,1.6,ml,"28km W of Cantwell, Alaska",,"M 1.6 - 28km W of Cantwell, Alaska",0,earthquake, Alaska
,,1.23,ml,"7km SSW of Colorado City, Arizona",,"M 1.2 - 7km SSW of Colorado City, Arizona",0,earthquake, Arizona
,,1.96,md,"38km N of Toms Place, CA",,"M 2.0 - 38km N of Toms Place, CA",0,earthquake, CA
,,1.9,ml,"60km SSW of Kaktovik, Alaska",,"M 1.9 - 60km SSW of Kaktovik, Alaska",0,earthquake, Alaska
,,1.29,ml,"10km ESE of Lincoln, Montana",,"M 1.3 - 10km ESE of Lincoln, Montana",0,earthquake, Montana
,,1.99,ml,"5km W of Prineville, Oregon",,"M 2.0 Explosion - 5km W of Prineville, Oregon",0,explosion, Oregon
,,1.9,ml,"119km NNW of Arctic Village, Alaska",,"M 1.9 - 119km NNW of Arctic Village, Alaska",0,earthquake, Alaska
,,1.73,md,"8km W of Pahala, Hawaii",,"M 1.7 - 8km W of Pahala, Hawaii",0,earthquake, Hawaii
,,2.07,ml,"24km WNW of Manti, Utah",,"M 2.1 - 24km WNW of Manti, Utah",0,earthquake, Utah
,,0.77,ml,"55km E of Lima, Montana",,"M 0.8 - 55km E of Lima, Montana",0,earthquake, Montana
,,1.6,ml,"120km NNW of Arctic Village, Alaska",,"M 1.6 - 120km NNW of Arctic Village, Alaska",0,earthquake, Alaska
,,1.8,ml,"37km ESE of Sutton-Alpine, Alaska",,"M 1.8 - 37km ESE of Sutton-Alpine, Alaska",0,earthquake, Alaska
,,1.5,ml,"29km WNW of Valdez, Alaska",,"M 1.5 - 29km WNW of Valdez, Alaska",0,earthquake, Alaska
,,0.55,md,"6km WNW of The Geysers, CA",,"M 0.6 - 6km WNW of The Geysers, CA",0,earthquake, CA
,,1.9,ml,"13km SSE of Gardnerville Ranchos, Nevada",,"M 1.9 - 13km SSE of Gardnerville Ranchos, Nevada",0,earthquake, Nevada
,,2.9,ml,"159km SSE of Kotzebue, Alaska",,"M 2.9 - 159km SSE of Kotzebue, Alaska",0,earthquake, Alaska
,,1.14,ml,"16km ESE of Julian, CA",,"M 1.1 - 16km ESE of Julian, CA",0,earthquake, CA
,,0.24,md,"18km NE of West Yellowstone, Montana",,"M 0.2 - 18km NE of West Yellowstone, Montana",0,earthquake, Montana
,,2.1,ml,"27km NE of Healy, Alaska",,"M 2.1 - 27km NE of Healy, Alaska",0,earthquake, Alaska
,,0.04,ml,"99km ESE of King Salmon, Alaska",,"M 0.0 - 99km ESE of King Salmon, Alaska",0,earthquake, Alaska
,,1.2,ml,"77km NW of Yakutat, Alaska",,"M 1.2 - 77km NW of Yakutat, Alaska",0,earthquake, Alaska
,,1.6,ml,"11km WNW of Circle Hot Springs Station, Alaska",,"M 1.6 - 11km WNW of Circle Hot Springs Station, Alaska",0,earthquake, Alaska
,,0.56,ml,"9km WSW of Idyllwild, CA",,"M 0.6 - 9km WSW of Idyllwild, CA",0,earthquake, CA
,,1.0,ml,"10km NE of Aguanga, CA",,"M 1.0 - 10km NE of Aguanga, CA",0,earthquake, CA
,,1.35,ml,"10km NE of Aguanga, CA",,"M 1.4 - 10km NE of Aguanga, CA",0,earthquake, CA
,,-0.9,ml,"28km W of Unalaska, Alaska",,"M -0.9 - 28km W of Unalaska, Alaska",0,earthquake, Alaska
,,5.1,mb,"161km W of Neiafu, Tonga",,"M 5.1 - 161km W of Neiafu, Tonga",0,earthquake, Tonga
,,1.4,ml,"76km NNW of Yakutat, Alaska",,"M 1.4 - 76km NNW of Yakutat, Alaska",0,earthquake, Alaska
,,1.1,ml,"81km NW of Yakutat, Alaska",,"M 1.1 - 81km NW of Yakutat, Alaska",0,earthquake, Alaska
,,1.56,ml,"8km NE of Aguanga, CA",,"M 1.6 - 8km NE of Aguanga, CA",0,earthquake, CA
,,1.4,ml,"17km NE of Badger, Alaska",,"M 1.4 - 17km NE of Badger, Alaska",0,earthquake, Alaska
,,1.85,md,"2km SE of Pahala, Hawaii",,"M 1.9 - 2km SE of Pahala, Hawaii",0,earthquake, Hawaii
,,1.4,ml,"37km NNE of North Nenana, Alaska",,"M 1.4 - 37km NNE of North Nenana, Alaska",0,earthquake, Alaska
,,0.8,ml,"10km N of North Nenana, Alaska",,"M 0.8 - 10km N of North Nenana, Alaska",0,earthquake, Alaska
,,3.09,md,"47km ENE of Punta Cana, Dominican Republic",,"M 3.1 - 47km ENE of Punta Cana, Dominican Republic",0,earthquake, Dominican Republic
,,2.1,ml,"76km W of Anchor Point, Alaska",,"M 2.1 - 76km W of Anchor Point, Alaska",0,earthquake, Alaska
,,0.67,ml,"9km ENE of Aguanga, CA",,"M 0.7 - 9km ENE of Aguanga, CA",0,earthquake, CA
,,0.8,ml,"4km NNE of Redoubt Volcano, Alaska",,"M 0.8 - 4km NNE of Redoubt Volcano, Alaska",0,earthquake, Alaska
,,1.58,ml,"18km WNW of Adak, Alaska",,"M 1.6 - 18km WNW of Adak, Alaska",0,earthquake, Alaska
,1.0,2.22,md,"9km NE of Pinnacles, CA",,"M 2.2 - 9km NE of Pinnacles, CA",0,earthquake, CA
,1.0,2.89,ml,"31km SSW of Toppenish, Washington",,"M 2.9 - 31km SSW of Toppenish, Washington",0,earthquake, Washington
,1.0,2.9,mb_lg,"5km NE of Medford, Oklahoma",,"M 2.9 - 5km NE of Medford, Oklahoma",0,earthquake, Oklahoma
,,0.82,md,"6km WNW of Cobb, CA",,"M 0.8 - 6km WNW of Cobb, CA",0,earthquake, CA
,,1.73,md,"8km WNW of Volcano, Hawaii",,"M 1.7 - 8km WNW of Volcano, Hawaii",0,earthquake, Hawaii
,,0.42,ml,"10km NE of Aguanga, CA",,"M 0.4 - 10km NE of Aguanga, CA",0,earthquake, CA
,,4.4,mb,Northern East Pacific Rise,,M 4.4 - Northern East Pacific Rise,0,earthquake,
,,2.82,md,"42km NNW of San Antonio, Puerto Rico",,"M 2.8 - 42km NNW of San Antonio, Puerto Rico",0,earthquake, Puerto Rico
,,1.17,md,"66km ENE of Old Faithful Geyser, Wyoming",,"M 1.2 - 66km ENE of Old Faithful Geyser, Wyoming",0,earthquake, Wyoming
,,1.4,ml,"67km NNE of Tonopah, Nevada",,"M 1.4 Explosion - 67km NNE of Tonopah, Nevada",0,explosion, Nevada
,,1.9,ml,"38km SSE of Sandy Valley, Nevada",,"M 1.9 Explosion - 38km SSE of Sandy Valley, Nevada",0,explosion, Nevada
,,1.36,ml,"2km SE of Home Gardens, CA",,"M 1.4 Quarry Blast - 2km SE of Home Gardens, CA",0,quarry blast, CA
,,1.3,ml,"8km ESE of Willow, Alaska",,"M 1.3 - 8km ESE of Willow, Alaska",0,earthquake, Alaska
,,1.49,ml,"61km WSW of Challis, Idaho",,"M 1.5 - 61km WSW of Challis, Idaho",0,earthquake, Idaho
,,0.24,md,"1km ENE of Mammoth Lakes, CA",,"M 0.2 - 1km ENE of Mammoth Lakes, CA",0,earthquake, CA
,,1.0,ml,"55km N of Fort Irwin, California",,"M 1.0 - 55km N of Fort Irwin, California",0,earthquake, California
,,1.2,ml,"7km S of Dayton, Nevada",,"M 1.2 - 7km S of Dayton, Nevada",0,earthquake, Nevada
,,4.9,mb,Vanuatu region,,M 4.9 - Vanuatu region,0,earthquake,
,,0.86,ml,"11km NW of Anza, CA",,"M 0.9 - 11km NW of Anza, CA",0,earthquake, CA
