ticker,date,close,volume,open,high,low
AMZN,2018-01-26,1402.05,4825682,1392.01,1402.53,1380.91
FB,2018-01-26,190.0,17423300,187.75,190.0,186.81
GOOG,2018-01-26,1175.84,1981173,1175.08,1175.84,1158.11
NFLX,2018-01-26,274.6,10932370,271.485,274.6,268.76
AAPL,2018-01-29,167.96,50565420,170.16,170.16,167.07
AMZN,2018-01-29,1417.68,5690168,1409.18,1431.39,1400.44
FB,2018-01-29,185.98,20297330,188.75,188.84,185.6301
GOOG,2018-01-29,1175.58,1337324,1176.48,1186.89,1171.98
NFLX,2018-01-29,284.59,17377340,274.2,286.81,273.92
AAPL,2018-01-30,166.97,45635470,165.525,167.37,164.7
AMZN,2018-01-30,1437.82,5802415,1403.17,1439.25,1392.0
FB,2018-01-30,187.12,20724760,183.01,188.18,181.84
GOOG,2018-01-30,1163.69,1541771,1167.83,1176.52,1163.52
NFLX,2018-01-30,278.8,12055820,277.0,282.73,272.7
AAPL,2018-01-31,167.43,32234520,166.87,168.4417,166.5
AMZN,2018-01-31,1450.89,6386185,1451.3,1472.58,1450.04
FB,2018-01-31,186.89,36542750,188.37,189.83,185.22
GOOG,2018-01-31,1169.94,1523820,1170.57,1173.0,1159.13
NFLX,2018-01-31,270.3,11653530,281.94,282.289,269.58
AAPL,2018-02-01,167.78,44453230,167.165,168.62,166.76
AMZN,2018-02-01,1390.0,8985040,1445.0,1459.8799,1385.1419
FB,2018-02-01,193.09,53938680,188.22,195.32,187.89
GOOG,2018-02-01,1167.7,2380221,1162.61,1174.0,1157.52
NFLX,2018-02-01,265.07,9651161,266.41,271.95,263.38
AAPL,2018-02-02,160.5,85957050,166.0,166.8,160.1
AMZN,2018-02-02,1429.95,11014340,1477.39,1498.0,1414.0
FB,2018-02-02,190.28,25954720,192.04,194.21,189.98
GOOG,2018-02-02,1111.9,4837979,1122.0,1123.07,1107.2779
NFLX,2018-02-02,267.43,9030600,263.0,270.62,262.71
AAPL,2018-02-05,156.49,72215320,159.1,163.88,156.0
AMZN,2018-02-05,1390.0,11422520,1402.62,1458.98,1320.72
FB,2018-02-05,181.26,32772080,186.93,190.61,180.61
GOOG,2018-02-05,1055.8,3769453,1090.6,1110.0,1052.03
NFLX,2018-02-05,254.26,11816490,262.0,267.899,250.03
AAPL,2018-02-06,163.03,68171940,154.83,163.72,154.0
AMZN,2018-02-06,1442.84,10937550,1361.46,1443.99,1351.79
FB,2018-02-06,185.31,37640430,178.57,185.77,177.74
GOOG,2018-02-06,1080.6,3432313,1027.18,1081.71,1023.1367
NFLX,2018-02-06,265.72,12412240,247.7,266.7,245.0
AAPL,2018-02-07,159.54,51467440,163.085,163.4,159.0685
AMZN,2018-02-07,1416.78,7126128,1449.0,1460.99,1415.15
FB,2018-02-07,180.18,27130700,184.15,185.0817,179.95
GOOG,2018-02-07,1048.58,2353003,1081.54,1081.78,1048.26
NFLX,2018-02-07,264.56,8729209,266.58,272.45,264.325
AAPL,2018-02-08,155.15,54145930,160.29,161.0,155.03
AMZN,2018-02-08,1350.5,8496355,1429.675,1433.7522,1349.94
FB,2018-02-08,171.58,38167570,181.01,181.84,171.4815
GOOG,2018-02-08,1001.52,2809890,1055.41,1058.62,1000.66
NFLX,2018-02-08,250.1,9267707,267.08,267.62,250.0
AAPL,2018-02-09,156.41,70583530,157.07,157.89,150.24
AMZN,2018-02-09,1339.6,14128670,1373.49,1383.5,1265.93
FB,2018-02-09,176.11,39826840,174.76,176.9,167.18
GOOG,2018-02-09,1037.78,3503970,1017.25,1043.97,992.56
NFLX,2018-02-09,249.47,16899060,253.85,255.7999,236.11
AAPL,2018-02-12,162.71,60774900,158.5,163.89,157.51
AMZN,2018-02-12,1386.23,6718037,1364.67,1393.81,1344.01
FB,2018-02-12,176.41,32005590,177.06,177.545,171.84
GOOG,2018-02-12,1051.94,2054002,1048.0,1061.5,1040.928
NFLX,2018-02-12,257.95,8518564,252.14,259.15,249.0
AAPL,2018-02-13,164.34,32483310,161.95,164.75,161.65
AMZN,2018-02-13,1414.51,5880823,1385.93,1419.72,1383.53
FB,2018-02-13,173.15,21431580,175.62,175.97,173.1
GOOG,2018-02-13,1052.1,1213800,1045.0,1058.37,1044.0872
NFLX,2018-02-13,258.27,6805745,257.29,261.41,254.7
AAPL,2018-02-14,167.37,40382890,163.045,167.54,162.88
AMZN,2018-02-14,1451.05,5940392,1406.25,1452.06,1403.36
FB,2018-02-14,179.52,28852470,173.45,179.81,173.2119
GOOG,2018-02-14,1069.7,1547665,1048.95,1071.72,1046.75
NFLX,2018-02-14,266.0,10948740,260.47,269.88,260.33
AAPL,2018-02-15,172.99,50908540,169.79,173.09,169.0
AMZN,2018-02-15,1461.76,5634873,1466.89,1468.94,1436.8367
FB,2018-02-15,179.96,20697440,180.5,180.5,176.84
GOOG,2018-02-15,1089.52,1785552,1079.07,1091.4794,1064.34
NFLX,2018-02-15,280.27,10724010,270.03,280.5,267.63
AAPL,2018-02-16,172.43,40113790,172.36,174.82,171.77
AMZN,2018-02-16,1448.69,4464048,1457.37,1465.8,1446.56
FB,2018-02-16,177.36,20815180,178.99,179.88,176.3
GOOG,2018-02-16,1094.8,1680283,1088.41,1104.67,1088.3134
NFLX,2018-02-16,278.52,8302883,278.73,281.96,275.69
AAPL,2018-02-20,171.85,33690660,172.05,174.26,171.42
AMZN,2018-02-20,1468.35,6473520,1446.49,1488.77,1446.49
FB,2018-02-20,176.01,21037920,175.77,177.95,175.11
GOOG,2018-02-20,1102.46,1389491,1090.57,1113.95,1088.52
NFLX,2018-02-20,278.55,7754759,277.74,285.812,276.61
AAPL,2018-02-21,171.07,37378070,172.83,174.12,171.01
AMZN,2018-02-21,1482.92,6270085,1485.0,1503.49,1478.92
FB,2018-02-21,177.91,23166300,176.71,181.27,176.4
GOOG,2018-02-21,1111.34,1507152,1106.47,1133.97,1106.33
NFLX,2018-02-21,281.04,9348109,282.07,286.64,280.01
AAPL,2018-02-22,172.5,30953760,171.8,173.95,171.71
AMZN,2018-02-22,1485.34,4806267,1495.36,1502.54,1475.76
FB,2018-02-22,178.99,17766680,178.7,180.21,177.41
GOOG,2018-02-22,1106.63,1309536,1116.19,1122.82,1102.59
NFLX,2018-02-22,278.14,8878337,283.88,284.5,274.45
AAPL,2018-02-23,175.5,33772050,173.67,175.65,173.54
AMZN,2018-02-23,1500.0,4395443,1495.34,1500.0,1486.5
FB,2018-02-23,183.29,18811750,179.9,183.39,179.51
GOOG,2018-02-23,1126.79,1190432,1112.64,1127.28,1104.7135
NFLX,2018-02-23,285.93,7292789,281.0,286.0,277.81
AAPL,2018-02-26,178.97,37353670,176.35,179.39,176.21
AMZN,2018-02-26,1521.95,4944679,1509.2,1522.84,1507.0
FB,2018-02-26,184.93,17583030,184.58,185.66,183.2228
GOOG,2018-02-26,1143.75,1514920,1127.8,1143.96,1126.695
NFLX,2018-02-26,294.16,10256830,288.75,295.6475,287.01
AAPL,2018-02-27,178.39,38885510,179.1,180.48,178.16
AMZN,2018-02-27,1511.98,4791167,1524.5,1526.78,1507.21
FB,2018-02-27,181.46,15768550,184.45,184.7,181.46
GOOG,2018-02-27,1118.29,1772866,1141.24,1144.04,1118.0
NFLX,2018-02-27,290.61,9247414,294.77,297.36,290.59
AAPL,2018-02-28,178.12,37568080,179.26,180.615,178.05
AMZN,2018-02-28,1512.45,4498688,1519.51,1528.7,1512.0
FB,2018-02-28,178.32,18613520,182.3,182.88,178.14
GOOG,2018-02-28,1104.73,1873737,1123.03,1127.53,1103.24
NFLX,2018-02-28,291.38,7501444,293.1,295.75,290.78
AAPL,2018-03-01,175.0,48706170,178.54,179.775,172.66
AMZN,2018-03-01,1493.45,6820462,1513.6,1518.49,1465.0
FB,2018-03-01,175.94,23161610,179.01,180.12,174.41
GOOG,2018-03-01,1069.52,2511872,1107.87,1110.12,1067.001
NFLX,2018-03-01,290.39,11892990,292.75,295.25,283.83
AAPL,2018-03-02,176.21,38426060,172.8,176.3,172.45
AMZN,2018-03-02,1500.25,6573973,1469.1,1501.05,1455.0101
FB,2018-03-02,176.62,19835420,173.29,177.11,172.99
GOOG,2018-03-02,1078.92,2271394,1053.08,1081.9986,1048.115
NFLX,2018-03-02,301.05,13278500,284.65,301.18,283.23
AAPL,2018-03-05,176.82,27825140,175.21,177.74,174.52
AMZN,2018-03-05,1523.61,5192119,1494.24,1525.38,1481.0
FB,2018-03-05,180.4,16098150,176.2,181.1475,175.89
GOOG,2018-03-05,1090.93,1141932,1075.14,1097.1,1069.0001
NFLX,2018-03-05,315.0,18957770,302.85,316.91,297.6
AAPL,2018-03-06,176.67,23273160,177.91,178.25,176.13
AMZN,2018-03-06,1537.64,4433105,1533.2,1542.13,1528.0
FB,2018-03-06,179.78,14868900,181.78,182.38,179.11
GOOG,2018-03-06,1095.06,1497087,1099.22,1101.85,1089.775
NFLX,2018-03-06,325.22,18245450,319.88,325.79,316.5
AAPL,2018-03-07,175.03,31686450,174.94,175.85,174.27
AMZN,2018-03-07,1545.0,4164829,1526.52,1545.9,1522.51
FB,2018-03-07,183.71,19007100,178.74,183.82,178.07
GOOG,2018-03-07,1109.64,1277439,1089.19,1112.22,1085.4823
NFLX,2018-03-07,321.16,17110740,320.0,323.74,314.55
AAPL,2018-03-08,176.94,24518850,175.48,177.12,175.07
AMZN,2018-03-08,1551.86,3882904,1550.0,1554.88,1545.25
FB,2018-03-08,182.34,16920570,183.56,184.4,181.45
GOOG,2018-03-08,1126.0,1393529,1115.32,1127.6,1112.8
NFLX,2018-03-08,317.0,11366700,322.2,322.9176,314.13
AAPL,2018-03-09,179.98,32130360,177.96,180.0,177.39
AMZN,2018-03-09,1578.89,4508650,1563.5,1578.94,1559.08
FB,2018-03-09,185.23,18187880,183.91,185.51,183.21
GOOG,2018-03-09,1160.04,2121425,1136.0,1160.8,1132.4606
NFLX,2018-03-09,331.44,14320240,321.33,331.44,320.23
AAPL,2018-03-12,181.72,32191070,180.29,182.39,180.21
AMZN,2018-03-12,1598.39,5146149,1592.6,1605.33,1586.7
FB,2018-03-12,184.76,15194040,185.23,186.1,184.22
GOOG,2018-03-12,1164.5,2106548,1163.85,1177.05,1157.42
NFLX,2018-03-12,321.3,20277420,333.56,333.98,318.6
AAPL,2018-03-13,179.97,31464170,182.59,183.5,179.24
AMZN,2018-03-13,1588.18,6514336,1615.96,1617.54,1578.01
FB,2018-03-13,181.88,17873720,185.61,185.99,181.11
GOOG,2018-03-13,1138.17,1874176,1170.0,1176.76,1133.33
NFLX,2018-03-13,315.88,12878750,323.87,325.8409,313.278
AAPL,2018-03-14,178.44,29334630,180.32,180.52,177.81
AMZN,2018-03-14,1591.0,4236655,1597.0,1606.444,1590.89
FB,2018-03-14,184.19,16814350,182.6,184.25,181.85
GOOG,2018-03-14,1149.49,1290638,1145.21,1158.59,1141.44
NFLX,2018-03-14,321.55,10463840,318.16,323.88,317.7
AAPL,2018-03-15,178.65,22676520,178.5,180.24,178.0701
AMZN,2018-03-15,1582.32,4057694,1595.0,1596.91,1578.11
FB,2018-03-15,183.86,15638830,183.24,184.0,182.19
GOOG,2018-03-15,1149.58,1397767,1149.96,1161.08,1134.54
NFLX,2018-03-15,321.09,5465467,323.17,323.4,318.14
AAPL,2018-03-16,178.02,38313330,178.65,179.12,177.62
AMZN,2018-03-16,1571.68,5291848,1583.45,1589.44,1567.5
FB,2018-03-16,185.09,23699600,184.49,185.33,183.41
GOOG,2018-03-16,1135.73,2614871,1154.14,1155.88,1131.96
NFLX,2018-03-16,318.45,7315268,321.42,324.11,318.37
AAPL,2018-03-19,175.3,32931110,177.32,177.47,173.66
AMZN,2018-03-19,1544.93,6406413,1554.53,1561.66,1525.35
FB,2018-03-19,172.56,87171850,177.01,177.17,170.06
GOOG,2018-03-19,1099.82,2355186,1120.01,1121.99,1089.01
NFLX,2018-03-19,313.48,9844201,315.8,317.0,307.34
AAPL,2018-03-20,175.24,19620520,175.24,176.8,174.94
AMZN,2018-03-20,1586.51,4554675,1550.34,1587.0,1545.41
FB,2018-03-20,168.15,129654100,167.47,170.2,161.95
GOOG,2018-03-20,1097.71,1802209,1099.0,1105.2,1083.46
NFLX,2018-03-20,317.5,5983240,313.26,319.5,312.8
AAPL,2018-03-21,171.27,36387880,175.04,175.09,171.26
AMZN,2018-03-21,1581.86,4740884,1586.45,1590.0,1563.17
FB,2018-03-21,169.39,106166700,164.8,173.4,163.3
GOOG,2018-03-21,1090.88,1878294,1092.74,1106.2999,1085.15
NFLX,2018-03-21,316.48,5061869,316.35,319.4,314.51099999999997
AAPL,2018-03-22,168.85,41335980,170.0,172.68,168.6
AMZN,2018-03-22,1544.92,6213379,1565.47,1573.85,1542.4
FB,2018-03-22,164.89,73554350,166.13,170.27,163.72
GOOG,2018-03-22,1049.08,2584639,1081.88,1082.9,1045.91
NFLX,2018-03-22,306.7,7959714,313.07,314.12,305.66
AAPL,2018-03-23,164.94,40984540,168.39,169.92,164.94
AMZN,2018-03-23,1495.56,7977655,1539.01,1549.02,1495.36
FB,2018-03-23,159.39,53478870,165.44,167.1,159.02
GOOG,2018-03-23,1021.57,2147097,1047.03,1063.36,1021.22
NFLX,2018-03-23,300.94,9504181,307.41,310.73,300.36
AAPL,2018-03-26,172.77,36778560,168.07,173.1,166.44
AMZN,2018-03-26,1555.86,5592200,1530.0,1556.99,1499.25
FB,2018-03-26,160.06,125971800,160.82,161.1,149.02
GOOG,2018-03-26,1053.21,2593808,1046.0,1055.63,1008.4
NFLX,2018-03-26,320.35,11970640,309.36,321.03,302.0
AAPL,2018-03-27,168.34,39824200,173.68,175.15,166.92
AMZN,2018-03-27,1497.05,6887274,1572.4,1575.965,1482.32
FB,2018-03-27,152.22,77468330,156.31,162.85,150.75
GOOG,2018-03-27,1005.1,3081612,1063.0,1064.8393,996.92
NFLX,2018-03-27,300.69,12028240,322.49,322.9,297.0
AAPL,2018-03-28,166.48,41464880,167.25,170.02,165.19
AMZN,2018-03-28,1431.42,13680370,1447.0,1455.9,1386.17
FB,2018-03-28,153.03,59803800,151.65,155.88,150.8
GOOG,2018-03-28,1004.56,3345046,998.0,1024.23,980.64
NFLX,2018-03-28,285.77,18949520,298.39,298.8,281.61
AAPL,2018-03-29,167.78,38116290,167.805,171.75,166.9
AMZN,2018-03-29,1447.34,12570020,1406.0,1455.47,1365.2
FB,2018-03-29,159.79,59266330,155.15,161.42,154.14
GOOG,2018-03-29,1031.79,2714402,1011.63,1043.0,1002.9
NFLX,2018-03-29,295.35,19115850,287.0,295.35,275.9
AAPL,2018-04-02,166.68,37425640,167.88,168.94,164.47
AMZN,2018-04-02,1371.99,10432560,1417.62,1421.358,1355.0
FB,2018-04-02,155.39,36715460,157.81,159.2,154.111
GOOG,2018-04-02,1006.47,2679214,1022.82,1034.8,990.37
NFLX,2018-04-02,280.29,13343310,291.94,292.87,275.05
AAPL,2018-04-03,168.39,30237640,167.64,168.7455,164.88
AMZN,2018-04-03,1392.05,10212940,1391.38,1414.0,1355.33
FB,2018-04-03,156.11,42518400,156.55,157.39,150.81
GOOG,2018-04-03,1013.41,2271858,1013.91,1020.99,994.07
NFLX,2018-04-03,283.67,12669270,285.45,291.25,278.01
AAPL,2018-04-04,171.61,34581850,164.88,172.01,164.77
AMZN,2018-04-04,1410.57,6942485,1358.24,1415.39,1352.88
FB,2018-04-04,155.1,49542320,152.025,155.56,150.51
GOOG,2018-04-04,1025.14,2464418,993.41,1028.7175,993.0
NFLX,2018-04-04,288.94,12892670,273.63,290.31,271.2239
AAPL,2018-04-05,172.8,26750260,172.58,174.2304,172.08
AMZN,2018-04-05,1451.75,6305513,1441.99,1459.5575,1427.07
FB,2018-04-05,159.34,41138460,161.56,161.575,156.65
GOOG,2018-04-05,1027.81,1345681,1041.33,1042.79,1020.1311
NFLX,2018-04-05,293.97,10569180,293.15,299.16,289.11
AAPL,2018-04-06,168.38,34949690,170.97,172.48,168.2
AMZN,2018-04-06,1405.23,5838758,1429.97,1452.5020000000002,1400.26
FB,2018-04-06,157.2,41397190,157.73,161.42,156.81
GOOG,2018-04-06,1007.04,1740896,1020.0,1031.42,1003.03
NFLX,2018-04-06,288.85,11362890,289.1,298.85,285.65
AAPL,2018-04-09,170.05,28976200,169.88,173.09,169.845
AMZN,2018-04-09,1406.08,4193564,1425.03,1438.48,1402.5710000000001
FB,2018-04-09,157.93,34671420,157.82,160.53,156.04
GOOG,2018-04-09,1015.45,1738682,1016.8,1039.6,1014.08
NFLX,2018-04-09,289.93,9833068,291.77,299.55,289.12
AAPL,2018-04-10,173.25,28567110,173.0,174.0,171.53
AMZN,2018-04-10,1436.22,4258358,1431.99,1438.38,1415.7
FB,2018-04-10,165.04,58051080,157.93,165.98,157.01
GOOG,2018-04-10,1031.64,1983510,1026.44,1036.28,1011.34
NFLX,2018-04-10,298.07,10669840,297.68,298.95,291.69
AAPL,2018-04-11,172.44,22401040,172.23,173.9232,171.7
AMZN,2018-04-11,1427.05,3544449,1439.44,1448.7758,1424.89
FB,2018-04-11,166.32,56011860,165.36,168.65,163.25
GOOG,2018-04-11,1019.97,1476133,1027.99,1031.3641,1015.87
NFLX,2018-04-11,303.67,14839040,302.885,311.64,301.82
AAPL,2018-04-12,174.14,22858840,173.41,175.0,173.04
AMZN,2018-04-12,1448.5,3116939,1439.5,1452.12,1435.06
FB,2018-04-12,163.87,38195140,166.98,167.45,163.1
GOOG,2018-04-12,1032.51,1357599,1025.04,1040.69,1021.4347
NFLX,2018-04-12,309.25,10206660,309.719,311.13,306.75
AAPL,2018-04-13,174.73,25100510,174.78,175.84,173.85
AMZN,2018-04-13,1430.79,3637586,1449.136,1459.7808,1424.52
FB,2018-04-13,164.52,19450140,164.58,165.7036,163.77
GOOG,2018-04-13,1029.27,1175754,1040.88,1046.42,1022.98
NFLX,2018-04-13,311.65,12001850,317.29,317.49,308.23
AAPL,2018-04-16,175.82,21561320,175.0301,176.19,174.8301
AMZN,2018-04-16,1441.5,2773836,1445.0,1447.0,1427.48
FB,2018-04-16,164.83,17951530,165.725,165.78,163.39
GOOG,2018-04-16,1037.98,1194144,1037.0,1043.24,1026.74
NFLX,2018-04-16,307.78,19782250,315.99,316.1,304.0
AAPL,2018-04-17,178.24,26575010,176.49,178.9365,176.41
AMZN,2018-04-17,1503.83,5008532,1462.295,1507.19,1457.0219
FB,2018-04-17,168.66,21986820,165.83,169.0,165.66
GOOG,2018-04-17,1074.16,2311903,1051.37,1077.88,1048.26
NFLX,2018-04-17,336.06,33811180,329.66,338.62,323.77
AAPL,2018-04-18,177.84,20544600,177.81,178.82,176.88
AMZN,2018-04-18,1527.84,5091677,1514.65,1533.8,1504.11
FB,2018-04-18,166.36,20248580,166.88,168.12,165.77
GOOG,2018-04-18,1072.08,1336678,1077.43,1077.43,1066.225
NFLX,2018-04-18,334.52,11175190,336.3,338.82,331.1
AAPL,2018-04-19,172.8,34693280,174.95,175.39,172.66
AMZN,2018-04-19,1556.91,6483967,1543.22,1568.52,1539.06
FB,2018-04-19,168.1,21921120,166.2,168.33,165.2
GOOG,2018-04-19,1087.7,1741907,1069.4,1094.165,1068.18
NFLX,2018-04-19,332.7,8420032,332.88,335.31,326.77
AAPL,2018-04-20,165.72,65270950,170.595,171.2184,165.43
AMZN,2018-04-20,1527.49,5520642,1561.1999,1561.1999,1516.0929999999998
FB,2018-04-20,166.28,18917050,167.79,168.43,165.81
GOOG,2018-04-20,1072.96,1887698,1082.0,1092.35,1069.57
NFLX,2018-04-20,327.77,9116941,332.22,336.51,326.0
AAPL,2018-04-23,165.24,36396590,166.835,166.92,164.09
AMZN,2018-04-23,1517.86,4447801,1546.6947,1548.0,1503.4103
FB,2018-04-23,165.84,22894510,167.27,168.45,165.09
GOOG,2018-04-23,1067.45,2278846,1077.86,1082.72,1060.7
NFLX,2018-04-23,318.69,8871631,329.15,331.22,317.08
AAPL,2018-04-24,162.94,33674960,165.67,166.33,161.2201
AMZN,2018-04-24,1460.09,7470059,1535.8,1539.5,1448.4475
FB,2018-04-24,159.69,34981150,165.43,166.1,158.19
GOOG,2018-04-24,1019.98,4750851,1052.0,1057.0,1010.59
NFLX,2018-04-24,307.02,13873450,319.217,320.249,302.31
AAPL,2018-04-25,163.65,28331540,162.62,165.42,162.41
AMZN,2018-04-25,1460.17,6365989,1458.0,1469.99,1415.02
FB,2018-04-25,159.69,38451590,160.145,161.06,156.19
GOOG,2018-04-25,1021.18,2225495,1025.52,1032.49,1015.31
NFLX,2018-04-25,305.76,14763940,306.37,309.98,292.615
AAPL,2018-04-26,164.22,27850370,164.12,165.73,163.37
AMZN,2018-04-26,1517.96,8309864,1485.01,1529.42,1478.5
FB,2018-04-26,174.16,77391810,173.22,176.27,170.8
GOOG,2018-04-26,1040.04,1984448,1029.51,1047.98,1018.19
NFLX,2018-04-26,313.98,9223707,310.0,316.63,305.58
AAPL,2018-04-27,162.32,35617230,164.0,164.33,160.63
AMZN,2018-04-27,1572.62,13025430,1634.01,1638.1,1567.386
FB,2018-04-27,173.59,29773640,176.81,177.1,172.6
GOOG,2018-04-27,1030.05,1617452,1046.0,1049.5,1025.59
NFLX,2018-04-27,311.76,7070118,316.25,317.45,306.5
AAPL,2018-04-30,165.26,41976500,162.13,167.26,161.84
AMZN,2018-04-30,1566.13,5421282,1582.5,1596.0,1560.941
FB,2018-04-30,172.0,20662060,173.79,175.72,171.71
GOOG,2018-04-30,1017.33,1664084,1030.01,1037.0,1016.85
NFLX,2018-04-30,312.46,6066764,311.07,317.88,310.118
AAPL,2018-05-01,169.1,52228910,166.41,169.2,165.27
AMZN,2018-05-01,1582.26,4551661,1563.22,1585.0,1552.18
FB,2018-05-01,173.86,26001150,172.0,174.02,170.23
GOOG,2018-05-01,1037.31,1427171,1013.66,1038.47,1008.21
NFLX,2018-05-01,313.3,6014838,310.36,313.48,306.69
AAPL,2018-05-02,176.57,66454720,175.225,177.75,173.8
AMZN,2018-05-02,1569.68,4252230,1580.98,1588.4992,1566.36
FB,2018-05-02,176.07,29812020,174.24599999999998,178.08,174.2
GOOG,2018-05-02,1024.38,1534094,1028.1,1040.389,1022.87
NFLX,2018-05-02,313.36,5577613,311.65,317.1,310.4034
AAPL,2018-05-03,176.89,33944110,175.88,177.5,174.4411
AMZN,2018-05-03,1572.075,4235885,1560.01,1574.8,1546.02
FB,2018-05-03,174.02,23908500,175.13,176.12,172.12
GOOG,2018-05-03,1023.72,1813623,1019.0,1029.675,1006.29
NFLX,2018-05-03,311.69,6037386,312.59,312.59,305.73
AAPL,2018-05-04,183.83,56137230,178.25,184.25,178.17
AMZN,2018-05-04,1580.95,3414088,1562.45,1584.9,1562.19
FB,2018-05-04,176.61,17668270,173.08,176.98,173.06
GOOG,2018-05-04,1048.21,1936797,1016.9,1048.51,1016.9
NFLX,2018-05-04,320.09,8204203,308.71,320.98,307.67
AAPL,2018-05-07,185.16,42557530,185.18,187.67,184.75
AMZN,2018-05-07,1600.14,3793376,1589.3370000000002,1606.9489999999998,1587.83
FB,2018-05-07,177.97,18302910,177.35,179.5,177.17
GOOG,2018-05-07,1054.79,1464008,1049.23,1061.68,1047.1
NFLX,2018-05-07,326.26,7121198,321.9947,329.0234,319.34
AAPL,2018-05-08,186.05,28053230,184.99,186.22,183.665
AMZN,2018-05-08,1592.39,3033526,1595.0,1596.88,1582.51
FB,2018-05-08,178.92,15482580,178.25,179.04,177.11
GOOG,2018-05-08,1053.91,1217260,1058.54,1060.55,1047.145
NFLX,2018-05-08,326.89,4694953,325.9,327.348,323.05
AAPL,2018-05-09,187.36,23141260,186.55,187.4,185.22
AMZN,2018-05-09,1608.0,3628661,1600.0,1608.0,1592.0
FB,2018-05-09,182.66,23266280,179.67,183.01,178.7807
GOOG,2018-05-09,1082.76,2032319,1058.1,1085.44,1056.365
NFLX,2018-05-09,330.3,5623407,328.79,331.95,327.51
AAPL,2018-05-10,190.04,27942430,187.74,190.37,187.65
AMZN,2018-05-10,1609.08,2785394,1608.475,1615.6,1603.44
FB,2018-05-10,185.53,20931530,183.15,186.1292,182.5
GOOG,2018-05-10,1097.57,1441456,1086.03,1100.44,1085.64
NFLX,2018-05-10,329.6,5232784,331.5,332.055,327.3438
AAPL,2018-05-11,188.59,26167950,189.49,190.06,187.45
AMZN,2018-05-11,1602.91,2258583,1610.99,1611.1,1597.891
FB,2018-05-11,186.99,21197800,184.85,188.32,184.18
GOOG,2018-05-11,1098.26,1253205,1093.6,1101.3295,1090.91
NFLX,2018-05-11,326.46,4584430,329.65,331.26,324.87
AAPL,2018-05-14,188.15,20393070,189.01,189.53,187.86
AMZN,2018-05-14,1601.54,2460302,1604.0,1611.18,1600.05
FB,2018-05-14,186.64,15480030,187.71,187.86,186.2
GOOG,2018-05-14,1100.2,1450140,1100.0,1110.75,1099.11
NFLX,2018-05-14,328.53,4086250,327.25,330.5038,327.04
AAPL,2018-05-15,186.44,23639070,186.78,187.07,185.1
AMZN,2018-05-15,1576.12,5066420,1587.8047,1587.8047,1565.2201
FB,2018-05-15,184.32,15409930,184.88,185.29,183.2
GOOG,2018-05-15,1079.23,1494306,1090.0,1090.05,1073.47
NFLX,2018-05-15,326.13,4739263,325.94,326.94,322.434
AAPL,2018-05-16,188.18,19046600,186.07,188.46,186.0
AMZN,2018-05-16,1587.28,2535458,1577.5,1594.43,1576.67
FB,2018-05-16,183.2,16842080,183.695,184.32,182.66
GOOG,2018-05-16,1081.77,989819,1077.31,1089.27,1076.26
NFLX,2018-05-16,328.19,3664326,326.28,329.72,325.14
AAPL,2018-05-17,186.99,17014490,188.0,188.91,186.36
AMZN,2018-05-17,1581.76,2131238,1580.56,1594.04,1573.0
FB,2018-05-17,183.76,14695830,182.68,184.06,182.22
GOOG,2018-05-17,1078.59,1031190,1079.89,1086.87,1073.5
NFLX,2018-05-17,325.22,4927856,327.53,330.45,323.1734
AAPL,2018-05-18,186.31,18083080,187.19,187.8102,186.13
AMZN,2018-05-18,1574.37,2612564,1581.33,1583.5903,1572.1
FB,2018-05-18,182.68,13066220,183.49,184.19,182.61
GOOG,2018-05-18,1066.36,1496448,1061.86,1069.94,1060.68
NFLX,2018-05-18,324.18,3574961,324.9,326.42,322.8
AAPL,2018-05-21,187.63,18383080,188.0,189.27,186.9106
AMZN,2018-05-21,1585.46,2840655,1585.0,1592.05,1575.0
FB,2018-05-21,184.49,13078810,183.77,185.3,183.13
GOOG,2018-05-21,1079.58,1012258,1074.06,1088.0,1073.65
NFLX,2018-05-21,331.82,6596446,327.11,331.88,325.45
AAPL,2018-05-22,187.16,15228270,188.375,188.88,186.78
AMZN,2018-05-22,1581.4,2053733,1589.89,1589.89,1575.25
FB,2018-05-22,183.8,12267860,184.93,185.42,183.43
GOOG,2018-05-22,1069.73,1088700,1083.56,1086.59,1066.69
NFLX,2018-05-22,331.62,5916643,334.05,336.63,331.15
AAPL,2018-05-23,188.36,19966590,186.35,188.5,185.76
AMZN,2018-05-23,1601.86,3348540,1571.05,1601.86,1566.34
FB,2018-05-23,186.9,16594310,182.5,186.91,182.18
GOOG,2018-05-23,1079.69,1057712,1065.13,1080.78,1061.71
NFLX,2018-05-23,344.72,10021210,329.04,345.0,328.09
AAPL,2018-05-24,188.15,23129400,188.77,188.84,186.21
AMZN,2018-05-24,1603.07,3383788,1598.03,1608.24,1588.38
FB,2018-05-24,185.93,11628050,185.88,186.8,185.03
GOOG,2018-05-24,1079.24,757752,1079.0,1080.47,1066.15
NFLX,2018-05-24,349.29,14493130,344.34,354.0,341.12
AAPL,2018-05-25,188.58,17186760,188.23,189.65,187.65
AMZN,2018-05-25,1610.15,2624784,1603.0,1614.12,1600.4474
FB,2018-05-25,184.92,10730560,186.02,186.33,184.45
GOOG,2018-05-25,1075.66,878903,1079.02,1082.56,1073.775
