,ACS_GEO_ID,ACS_GEO_ID2,STFIPS,AREATYPE,AREA,TOTAL_POPULATION,CIVILIAN_LABOR_FORCE,NUMBER_EMPLOYED,UNEMPLOYMENT_RATE,MEDIAN_HOUSEHOLD_INCOME,PER_CAPITA_INCOME,POVERTY_RATE,HIGH_SCHOOL_GRADUATE,BACHELOR_DEGREE_GRADUATE,MEDIAN_GROSS_RENT,RENT_PERCENT_INCOME,MEDIAN_HOUSING_VALUE,OWNER_COST_PERCENT_INCOME,MEAN_TRAVEL_TIME_TO_WORK,CIVILIAN_VETERANS,AREANAME_UNUSED
684,0500000US19027,19,19,04,027,20281,10849,10628,2.0,59212,31648,8.6,93.5,22.4,621,28.0,138900,13.7,13.7,7.9,"Carroll County, Iowa"
685,0500000US19031,19,19,04,031,18457,9941,9634,3.1,67795,32268,6.9,95.6,22.2,719,19.3,156000,16.8,25.3,10.1,"Cedar County, Iowa"
686,0500000US19067,19,19,04,067,15786,8037,7857,2.2,50406,29622,14.5,90.1,19.8,539,28.4,106200,14.9,18.0,10.7,"Floyd County, Iowa"
687,0500000US19073,19,19,04,073,8950,4756,4540,4.5,53050,28451,8.3,93.4,18.7,638,23.5,94700,14.2,19.1,9.7,"Greene County, Iowa"
688,0500000US19115,19,19,04,115,11178,5903,5621,4.8,56673,29021,10.1,84.1,14.9,637,18.4,108800,15.4,22.2,6.5,"Louisa County, Iowa"
689,0500000US19119,19,19,04,119,11776,6196,6076,1.9,64982,29124,4.6,90.6,20.7,696,21.0,146900,16.3,18.6,7.6,"Lyon County, Iowa"
690,0500000US13291,13,13,04,291,23288,9048,8606,4.9,50021,28953,14.4,89.0,22.5,780,30.6,196500,15.3,24.4,11.5,"Union County, Georgia"
691,0500000US37017,37,37,04,017,33407,13861,13159,5.1,36173,23440,24.3,81.3,15.8,655,28.6,95300,18.0,25.8,8.2,"Bladen County, North Carolina"
692,0500000US37031,37,37,04,031,69070,32539,30680,5.7,57194,33722,10.7,91.6,29.1,902,26.6,214100,17.6,23.4,14.1,"Carteret County, North Carolina"
693,0500000US37015,37,37,04,015,19380,8237,7338,10.9,35527,22947,23.2,78.4,13.6,638,29.3,82200,18.8,28.0,7.1,"Bertie County, North Carolina"
694,0500000US37117,37,37,04,117,22849,10706,9424,12.0,40090,23575,19.7,83.4,16.4,664,33.4,92500,17.4,24.5,7.6,"Martin County, North Carolina"
695,0500000US37143,37,37,04,143,13430,5735,5338,6.9,47162,27569,15.1,86.9,20.2,914,46.7,172300,19.2,34.8,12.6,"Perquimans County, North Carolina"
696,0500000US37157,37,37,04,157,91077,41791,39300,6.0,43579,24209,18.1,82.7,15.1,672,28.6,112800,15.8,26.4,6.9,"Rockingham County, North Carolina"
697,0500000US37029,37,37,04,029,10551,4829,4466,7.5,64572,28221,9.2,86.5,17.1,953,30.6,208800,20.0,34.1,16.6,"Camden County, North Carolina"
698,0500000US37071,37,37,04,071,219271,108790,102010,6.2,52835,27352,14.5,84.8,21.2,832,28.0,144200,16.6,26.5,7.8,"Gaston County, North Carolina"
699,0500000US37125,37,37,04,125,97294,42903,40851,4.8,59963,34606,11.3,90.7,37.4,879,25.7,216500,16.4,24.9,11.6,"Moore County, North Carolina"
700,0500000US37167,37,37,04,167,61588,30499,28750,5.7,52623,25863,12.9,85.3,17.3,708,25.1,138900,15.4,27.0,7.5,"Stanly County, North Carolina"
701,0500000US37199,37,37,04,199,17760,7703,7306,5.2,42222,24487,16.4,84.5,20.3,634,26.7,157100,14.1,28.4,5.9,"Yancey County, North Carolina"
702,0500000US37037,37,37,04,037,71338,33787,32344,4.3,67031,40967,10.2,88.9,42.4,845,27.2,281700,16.3,29.8,7.7,"Chatham County, North Carolina"
703,0500000US37101,37,37,04,101,196870,99117,94439,4.7,59865,27924,12.5,86.9,22.9,857,29.3,165100,17.7,30.9,9.3,"Johnston County, North Carolina"
704,0500000US37145,37,37,04,145,39345,20000,18668,6.7,51020,27329,16.1,86.5,15.6,694,30.6,123100,16.7,30.4,7.8,"Person County, North Carolina"
705,0500000US37009,37,37,04,009,26863,12983,12512,3.6,40962,24814,16.3,85.1,19.7,634,26.0,153200,14.6,24.9,6.7,"Ashe County, North Carolina"
706,0500000US37107,37,37,04,107,56756,25795,22856,11.4,39402,23865,23.2,79.7,14.9,717,28.7,95500,17.5,23.4,9.6,"Lenoir County, North Carolina"
707,0500000US37133,37,37,04,133,195069,70158,64064,8.7,50278,24413,13.2,91.5,22.9,997,28.8,156900,18.7,20.6,21.6,"Onslow County, North Carolina"
708,0500000US37161,37,37,04,161,66599,28912,26817,7.2,42608,23978,17.9,83.8,17.8,636,27.2,118300,14.5,25.6,7.7,"Rutherford County, North Carolina"
709,0500000US37197,37,37,04,197,37602,16978,16233,4.4,44682,25218,15.4,82.3,11.6,635,29.3,133100,16.0,26.6,8.4,"Yadkin County, North Carolina"
710,0500000US37023,37,37,04,023,89968,42159,39033,7.4,44557,24481,18.1,81.6,16.4,648,27.5,120700,15.7,22.3,8.1,"Burke County, North Carolina"
711,0500000US38097,38,38,04,097,8008,4184,4059,3.0,64453,33321,6.4,93.4,28.9,624,22.5,150600,13.3,20.2,8.5,"Traill County, North Dakota"
712,0500000US38021,38,38,04,021,4938,2699,2632,2.5,65492,33539,5.2,91.3,28.8,650,20.3,118100,13.1,15.0,8.6,"Dickey County, North Dakota"
713,0500000US38101,38,38,04,101,68812,36212,35164,2.9,68871,34923,9.5,93.7,29.3,981,25.3,213100,15.8,18.6,11.9,"Ward County, North Dakota"
714,0500000US38067,38,38,04,067,6947,3491,3376,3.3,64549,36251,7.4,89.6,20.6,593,20.0,93300,11.0,17.4,11.9,"Pembina County, North Dakota"
715,0500000US38041,38,38,04,041,2547,1169,1141,2.4,60164,34181,9.6,87.1,13.0,672,30.2,111200,12.0,19.6,9.3,"Hettinger County, North Dakota"
716,0500000US38017,38,38,04,017,176975,106752,103886,2.7,64482,37620,10.7,94.8,40.2,833,25.0,223800,16.2,16.4,6.5,"Cass County, North Dakota"
717,0500000US38029,38,38,04,029,3310,1558,1535,1.5,55902,33088,9.9,87.3,18.2,484,23.1,97000,11.5,17.6,8.7,"Emmons County, North Dakota"
718,0500000US38077,38,38,04,077,16254,8689,8405,3.3,61371,31346,10.9,90.7,21.3,664,27.4,127900,13.8,18.6,8.1,"Richland County, North Dakota"
719,0500000US38001,38,38,04,001,2311,1203,1191,1.0,56681,33458,8.7,94.5,25.6,604,22.6,121200,13.0,14.6,7.6,"Adams County, North Dakota"
720,0500000US38027,38,38,04,027,2301,1189,1175,1.2,54868,35639,10.8,89.4,26.2,617,31.3,87700,10.2,14.4,7.2,"Eddy County, North Dakota"
721,0500000US38057,38,38,04,057,8462,4379,4311,1.6,82181,39025,7.2,91.4,21.7,769,21.0,177800,12.3,17.9,8.9,"Mercer County, North Dakota"
722,0500000US38073,38,38,04,073,5314,2826,2788,1.3,63903,34665,6.4,91.0,19.1,669,22.0,121700,13.6,18.6,10.0,"Ransom County, North Dakota"
723,0500000US38085,38,38,04,085,4373,1547,1258,18.7,38939,15649,38.2,83.7,15.0,450,14.1,83800,9.0,18.3,5.6,"Sioux County, North Dakota"
724,0500000US38033,38,38,04,033,1845,1009,979,3.0,58690,33111,7.5,92.9,26.9,686,24.1,116200,11.0,18.3,8.8,"Golden Valley County, North Dakota"
725,0500000US38095,38,38,04,095,2224,1073,1038,3.3,52300,37239,10.4,91.4,17.0,550,22.2,70200,12.4,14.4,7.2,"Towner County, North Dakota"
726,0500000US38023,38,38,04,023,2335,1125,1111,1.2,62865,40184,9.0,93.3,18.5,711,20.0,151200,10.8,15.5,9.9,"Divide County, North Dakota"
727,0500000US38081,38,38,04,081,3872,2119,2091,1.3,63073,37105,4.2,91.9,18.5,711,18.4,110200,11.9,15.0,8.1,"Sargent County, North Dakota"
728,0500000US39105,39,39,04,105,23078,9691,8935,7.8,44899,24899,19.6,83.6,13.1,622,30.7,95000,13.7,33.6,9.2,"Meigs County, Ohio"
729,0500000US39021,39,39,04,021,38845,19387,18419,5.0,60112,27722,10.1,91.2,16.1,696,22.7,132800,16.5,25.3,9.0,"Champaign County, Ohio"
730,0500000US39057,39,39,04,057,166502,83235,78781,5.4,68720,35833,11.6,93.8,39.2,910,26.1,173000,16.2,21.3,12.2,"Greene County, Ohio"
731,0500000US39087,39,39,04,087,60184,26001,24555,5.6,45118,24562,18.1,87.5,14.9,733,29.1,106500,15.9,23.4,8.8,"Lawrence County, Ohio"
732,0500000US39115,39,39,04,115,14640,6069,5792,4.6,42341,22937,19.2,85.3,10.2,637,29.1,99900,15.6,34.9,8.6,"Morgan County, Ohio"
733,0500000US39175,39,39,04,175,22000,11617,11308,2.7,55767,28541,7.4,91.9,17.2,631,20.9,122200,14.4,21.6,8.4,"Wyandot County, Ohio"
734,0500000US39043,39,39,04,043,74780,37858,35976,5.0,54226,32790,11.7,91.8,23.2,756,26.7,139900,16.1,21.1,9.9,"Erie County, Ohio"
735,0500000US39091,39,39,04,091,45316,22695,21676,4.5,56754,29424,11.4,92.6,16.5,725,24.4,131900,15.8,22.1,8.8,"Logan County, Ohio"
736,0500000US39153,39,39,04,153,541334,282980,267727,5.4,57181,33606,13.2,91.7,32.5,823,28.5,146800,16.6,23.2,7.4,"Summit County, Ohio"
737,0500000US16059,16,16,04,059,7847,3344,3194,4.5,39324,25075,12.1,92.1,22.9,657,25.7,177000,16.4,15.7,14.3,"Lemhi County, Idaho"
738,0500000US16075,16,16,04,075,23260,10445,9876,5.4,50579,25768,13.4,85.7,15.7,735,25.3,165600,17.0,20.0,9.9,"Payette County, Idaho"
739,0500000US16009,16,16,04,009,9138,3786,3482,8.0,47556,23255,17.3,87.6,15.2,644,23.9,167000,17.3,22.0,14.7,"Benewah County, Idaho"
740,0500000US16017,16,16,04,017,43611,18946,18299,3.4,50256,27918,14.6,90.8,23.8,853,28.7,254200,17.6,25.8,12.4,"Bonner County, Idaho"
741,0500000US16033,16,16,04,033,913,423,409,3.3,46154,18860,13.3,59.8,12.2,592,19.0,98100,10.2,25.2,4.3,"Clark County, Idaho"
742,0500000US16037,16,16,04,037,4169,1538,1482,3.6,40875,23805,18.4,89.4,24.4,608,28.5,191600,16.9,18.3,15.4,"Custer County, Idaho"
743,0500000US16039,16,16,04,039,26743,10267,9539,7.1,46855,23028,15.3,89.9,18.7,833,29.0,153800,17.9,20.4,22.9,"Elmore County, Idaho"
744,0500000US16043,16,16,04,043,13020,5677,5356,5.7,58065,23577,13.0,86.6,21.7,798,24.2,169900,16.3,25.0,7.2,"Fremont County, Idaho"
745,0500000US16065,16,16,04,065,39100,19714,18393,6.7,39160,16585,30.9,95.9,36.4,723,42.1,219100,16.5,14.2,3.1,"Madison County, Idaho"
746,0500000US16079,16,16,04,079,12609,5470,5025,8.1,39386,23987,19.4,86.2,11.5,670,25.6,127900,16.0,20.0,12.2,"Shoshone County, Idaho"
747,0500000US16049,16,16,04,049,16411,6563,6214,5.3,41516,22672,14.3,90.5,19.8,682,22.6,173200,15.7,17.5,12.9,"Idaho County, Idaho"
748,0500000US16081,16,16,04,081,11426,6281,5930,5.6,74216,31191,4.5,93.8,41.0,881,26.4,346600,19.1,29.3,3.4,"Teton County, Idaho"
749,0500000US16077,16,16,04,077,7671,3546,3304,6.8,48823,23343,11.4,79.2,15.1,636,18.3,151300,14.8,18.8,8.9,"Power County, Idaho"
750,0500000US16087,16,16,04,087,10057,4282,4104,4.2,40992,22650,13.3,85.0,16.3,683,33.4,148900,16.7,18.8,9.2,"Washington County, Idaho"
751,0500000US17067,17,17,04,067,17983,8617,8133,5.6,52561,28576,13.6,93.4,21.0,617,21.8,85600,13.8,25.0,9.0,"Hancock County, Illinois"
752,0500000US17119,17,17,04,119,264776,135465,127273,6.0,60738,32427,13.2,92.5,26.8,824,29.6,135600,16.3,25.2,9.8,"Madison County, Illinois"
753,0500000US17063,17,17,04,063,50666,26458,25357,4.2,77350,35208,7.6,93.2,22.9,999,23.9,199300,17.8,29.2,7.9,"Grundy County, Illinois"
754,0500000US17091,17,17,04,091,110637,53738,50949,5.2,58902,27984,14.2,88.2,20.8,887,30.0,147900,18.0,24.6,7.5,"Kankakee County, Illinois"
755,0500000US17131,17,17,04,131,15589,7878,7531,4.4,59787,29268,9.6,91.9,17.4,655,24.1,107600,15.0,26.8,10.0,"Mercer County, Illinois"
756,0500000US17043,17,17,04,043,929060,512380,491547,4.1,92809,46272,6.4,93.0,49.4,1316,28.5,308500,19.2,29.8,4.4,"DuPage County, Illinois"
757,0500000US17003,17,17,04,003,6260,2263,2102,7.1,36806,19519,25.3,86.5,12.9,526,23.2,56000,15.6,30.3,10.3,"Alexander County, Illinois"
758,0500000US17129,17,17,04,129,12306,6543,6223,4.9,74684,37098,9.3,94.1,24.0,783,25.0,146900,14.0,27.1,10.8,"Menard County, Illinois"
759,0500000US17099,17,17,04,099,109737,55208,52003,5.8,58142,30277,13.4,88.6,17.8,777,28.3,127200,16.3,23.4,8.2,"LaSalle County, Illinois"
760,0500000US17031,17,17,04,031,5198275,2760337,2567330,7.0,64660,37552,14.4,87.1,38.8,1123,29.6,246600,20.7,33.4,3.9,"Cook County, Illinois"
761,0500000US17115,17,17,04,115,105528,50321,46487,7.6,50480,29644,17.0,90.4,22.1,684,29.6,98400,14.6,17.9,8.6,"Macon County, Illinois"
762,0500000US17177,17,17,04,177,45093,22500,20922,7.0,48805,27911,13.6,92.5,19.6,651,27.8,97800,16.5,22.1,9.0,"Stephenson County, Illinois"
763,0500000US17191,17,17,04,191,16402,7590,7370,2.9,50251,26313,13.3,87.9,15.4,626,26.3,86400,14.1,24.7,8.1,"Wayne County, Illinois"
764,0500000US17203,17,17,04,203,38700,19374,18653,3.7,72808,37170,7.0,94.8,33.2,758,27.6,168700,15.9,22.4,8.3,"Woodford County, Illinois"
765,0500000US17055,17,17,04,055,38923,17084,15804,7.5,42769,24098,19.5,88.9,16.7,637,28.8,76100,14.9,25.5,9.8,"Franklin County, Illinois"
766,0500000US17109,17,17,04,109,30479,14643,13558,7.4,44471,24094,21.9,93.6,32.2,662,32.1,91800,15.5,17.6,7.5,"McDonough County, Illinois"
767,0500000US17111,17,17,04,111,307714,171685,164564,4.1,86799,39006,7.0,93.1,34.4,1197,28.9,224500,19.9,33.2,6.2,"McHenry County, Illinois"
768,0500000US20071,20,20,04,071,1185,583,583,0.0,54112,28982,7.5,87.0,27.2,720,19.4,111200,14.1,9.4,7.3,"Greeley County, Kansas"
769,0500000US20051,20,20,04,051,28775,16584,16115,2.8,52883,30956,15.5,93.3,36.3,711,28.8,169100,16.8,12.1,6.5,"Ellis County, Kansas"
770,0500000US20107,20,20,04,107,9671,4486,4302,4.1,48778,27926,16.3,89.7,16.2,667,24.3,110100,18.4,33.9,9.5,"Linn County, Kansas"
771,0500000US20175,20,20,04,175,22349,11437,10870,5.0,49291,20754,16.9,66.3,11.0,787,23.5,105300,18.1,15.5,3.5,"Seward County, Kansas"
772,0500000US20091,20,20,04,091,591506,332189,322681,2.9,89087,46517,5.4,96.0,56.0,1109,25.8,259600,17.0,21.0,6.4,"Johnson County, Kansas"
773,0500000US20121,20,20,04,121,33417,17140,16663,2.8,71995,35659,6.9,96.0,29.8,827,25.4,201400,18.9,28.5,8.7,"Miami County, Kansas"
774,0500000US20207,20,20,04,207,3157,1479,1340,9.4,39643,22672,19.6,90.7,17.2,599,24.3,73600,15.9,20.4,10.0,"Woodson County, Kansas"
775,0500000US20135,20,20,04,135,2876,1408,1389,1.3,56492,34243,10.2,90.9,19.4,627,13.7,73300,13.1,13.1,8.9,"Ness County, Kansas"
776,0500000US20011,20,20,04,011,14608,6566,6412,2.3,43917,23102,16.1,91.3,21.7,648,27.3,82700,16.4,18.7,8.7,"Bourbon County, Kansas"
777,0500000US20097,20,20,04,097,2505,1250,1212,3.0,53274,26321,6.7,88.2,28.1,620,25.7,113900,13.1,13.9,7.2,"Kiowa County, Kansas"
778,0500000US20177,20,20,04,177,177852,89359,85691,4.1,56762,30974,11.4,92.2,30.9,825,28.2,132500,16.1,18.0,9.4,"Shawnee County, Kansas"
779,0500000US20019,20,20,04,019,3323,1463,1364,6.8,40298,22962,18.5,86.6,15.9,601,22.4,49500,14.7,21.2,10.8,"Chautauqua County, Kansas"
780,0500000US20155,20,20,04,155,62765,30720,29344,4.5,49936,27073,12.9,88.5,20.9,696,27.7,101300,16.0,18.0,8.4,"Reno County, Kansas"
781,0500000US20043,20,20,04,043,7684,3942,3841,2.6,49703,25775,13.4,90.3,21.1,649,22.6,100600,15.5,21.3,9.1,"Doniphan County, Kansas"
782,0500000US20081,20,20,04,081,4018,1979,1916,3.2,55064,26814,10.5,72.4,17.1,623,18.2,107000,14.1,16.6,3.4,"Haskell County, Kansas"
783,0500000US20171,20,20,04,171,4917,2530,2502,1.1,65417,29315,6.0,84.4,25.1,815,25.5,136200,14.4,12.6,5.2,"Scott County, Kansas"
784,0500000US20013,20,20,04,013,9626,4735,4575,3.4,48333,25208,13.2,93.2,21.2,633,26.1,88500,13.8,18.2,9.7,"Brown County, Kansas"
785,0500000US20147,20,20,04,147,5340,2697,2621,2.8,50093,27431,9.8,92.4,21.8,616,25.7,79600,13.8,13.4,9.6,"Phillips County, Kansas"
786,0500000US20039,20,20,04,039,2860,1410,1387,1.6,48125,30905,15.6,94.0,22.5,669,23.2,67900,13.6,17.1,10.0,"Decatur County, Kansas"
787,0500000US21079,21,21,04,079,17445,7930,7412,6.5,52631,26272,15.7,81.0,17.6,688,28.2,140500,16.4,35.1,8.3,"Garrard County, Kentucky"
788,0500000US21037,21,21,04,037,92861,48952,46997,4.0,63050,34025,13.5,90.8,36.3,850,28.5,172000,17.0,22.8,7.1,"Campbell County, Kentucky"
789,0500000US21063,21,21,04,063,7510,1738,1711,1.6,32306,13856,30.6,75.0,9.7,655,29.5,82700,14.0,39.9,5.5,"Elliott County, Kentucky"
790,0500000US21123,21,21,04,123,14204,6682,6387,4.4,47643,24803,14.6,84.0,12.4,703,26.9,115600,14.4,27.0,10.2,"Larue County, Kentucky"
791,0500000US21167,21,21,04,167,21592,10490,9681,7.7,55093,27061,14.2,84.4,18.5,624,27.0,147300,15.5,26.9,8.2,"Mercer County, Kentucky"
792,0500000US21207,21,21,04,207,17778,7183,6759,5.9,38390,20674,23.2,78.5,14.7,549,28.1,95000,14.6,19.8,6.9,"Russell County, Kentucky"
793,0500000US21229,21,21,04,229,12023,6080,5775,5.0,53743,26035,15.2,84.0,18.8,608,19.5,128300,14.6,24.7,5.8,"Washington County, Kentucky"
794,0500000US21009,21,21,04,009,43884,19944,18598,6.7,41459,21869,24.2,83.0,16.3,681,29.6,125400,16.5,21.3,6.2,"Barren County, Kentucky"
795,0500000US21091,21,21,04,091,8720,3944,3713,5.9,57217,24830,11.8,85.4,11.4,656,22.7,112300,13.6,24.1,8.4,"Hancock County, Kentucky"
796,0500000US21093,21,21,04,093,108527,50820,47906,5.7,54367,28606,13.2,90.5,22.0,827,25.2,156600,16.1,22.0,18.0,"Hardin County, Kentucky"
797,0500000US21149,21,21,04,149,9283,4046,3729,7.8,51861,25610,16.1,87.3,13.5,520,27.2,104700,14.2,25.6,7.6,"McLean County, Kentucky"
798,0500000US21197,21,21,04,197,12304,5260,4936,6.2,37469,20841,21.4,80.3,15.9,669,28.9,89800,14.7,31.1,7.4,"Powell County, Kentucky"
799,0500000US21033,21,21,04,033,12702,5497,5238,4.7,44775,28799,16.8,87.0,15.3,577,30.6,87900,13.9,26.5,6.9,"Caldwell County, Kentucky"
800,0500000US21019,21,21,04,019,47682,19909,18345,7.9,48308,26193,18.9,88.2,19.4,699,28.2,111200,16.2,22.4,9.4,"Boyd County, Kentucky"
801,0500000US21067,21,21,04,067,320601,176388,167423,5.1,57291,34442,16.8,91.2,43.6,896,29.2,189800,16.2,21.0,6.1,"Fayette County, Kentucky"
802,0500000US21115,21,21,04,115,22634,7428,6782,8.7,37055,21974,22.7,80.6,16.3,616,31.2,101300,15.9,30.2,6.5,"Johnson County, Kentucky"
803,0500000US21175,21,21,04,175,13288,3946,3699,6.3,36134,18310,22.7,76.3,12.5,553,24.9,73100,14.8,33.1,6.4,"Morgan County, Kentucky"
804,0500000US21199,21,21,04,199,64350,27835,25852,7.1,39998,24646,22.7,82.8,16.5,682,29.7,116200,15.8,22.4,9.2,"Pulaski County, Kentucky"
805,0500000US21001,21,21,04,001,19222,8336,7857,5.7,38021,21196,20.5,79.6,15.7,564,28.3,96400,14.5,26.4,7.1,"Adair County, Kentucky"
806,0500000US21025,21,21,04,025,12977,4346,3911,10.0,27344,19053,34.4,75.6,15.2,488,31.8,54000,13.4,30.7,4.2,"Breathitt County, Kentucky"
807,0500000US21099,21,21,04,099,18729,7694,7248,5.8,38396,20742,21.5,76.2,11.4,530,27.8,94400,14.8,29.1,8.7,"Hart County, Kentucky"
808,0500000US21223,21,21,04,223,8558,4180,3814,8.8,53056,27237,17.3,82.8,14.1,715,25.5,124000,16.4,24.7,9.7,"Trimble County, Kentucky"
809,0500000US21105,21,21,04,105,4510,1718,1598,7.0,42929,28114,14.9,80.1,15.8,516,20.3,80600,14.0,18.3,11.4,"Hickman County, Kentucky"
810,0500000US21143,21,21,04,143,8271,2929,2877,1.8,52528,26994,15.8,87.8,16.9,603,29.7,141500,13.4,21.9,12.3,"Lyon County, Kentucky"
811,0500000US21135,21,21,04,135,13417,4567,4330,5.2,31147,19860,24.4,75.8,9.1,518,29.2,65500,15.1,39.7,7.2,"Lewis County, Kentucky"
812,0500000US21239,21,21,04,239,26318,13383,12870,3.8,63820,32264,13.0,91.1,33.8,771,28.2,203000,16.4,20.6,8.2,"Woodford County, Kentucky"
813,0500000US21131,21,21,04,131,10283,3313,3000,9.4,31627,15838,38.0,71.3,8.7,517,32.2,64100,14.7,33.4,5.2,"Leslie County, Kentucky"
814,0500000US21127,21,21,04,127,15671,5112,4685,8.4,32798,18124,26.5,75.1,9.8,568,35.2,79400,15.0,30.0,4.5,"Lawrence County, Kentucky"
815,0500000US21145,21,21,04,145,65268,30118,28954,3.9,46080,32357,15.8,90.5,24.2,717,27.6,143400,14.7,17.8,8.3,"McCracken County, Kentucky"
816,0500000US46015,46,46,04,015,5258,2972,2914,2.0,57196,31874,13.5,88.9,27.1,679,17.0,152600,16.0,13.2,5.3,"Brule County, South Dakota"
817,0500000US46053,46,46,04,053,4186,1998,1980,0.9,43438,26546,14.3,89.4,20.2,527,23.6,83400,13.2,15.6,7.1,"Gregory County, South Dakota"
818,0500000US46099,46,46,04,099,188674,108482,105355,2.9,61772,31716,10.0,92.5,33.1,813,26.5,186800,17.1,17.9,7.5,"Minnehaha County, South Dakota"
819,0500000US46025,46,46,04,025,3685,1782,1716,3.7,48980,30991,9.0,91.2,19.1,554,21.9,102400,16.3,21.1,6.4,"Clark County, South Dakota"
820,0500000US46077,46,46,04,077,4944,2705,2686,0.7,61699,35773,8.2,90.7,21.5,500,21.5,109900,13.8,18.3,8.5,"Kingsbury County, South Dakota"
821,0500000US46027,46,46,04,027,13957,8266,7840,5.2,50724,28192,22.4,95.0,49.9,741,35.8,168300,14.1,15.9,6.1,"Clay County, South Dakota"
822,0500000US46041,46,46,04,041,5833,2633,2081,21.0,47475,17504,31.3,85.4,16.6,579,20.0,64400,11.6,17.5,5.6,"Dewey County, South Dakota"
823,0500000US46065,46,46,04,065,17608,9621,9334,3.0,64783,33677,11.2,92.2,34.7,673,22.8,177500,15.2,11.4,8.1,"Hughes County, South Dakota"
824,0500000US46111,46,46,04,111,2379,1348,1320,2.1,56875,32745,8.8,93.4,21.6,601,20.8,87600,11.8,21.7,7.5,"Sanborn County, South Dakota"
825,0500000US46059,46,46,04,059,3256,1763,1763,0.0,54155,33200,8.2,93.9,22.1,515,25.1,128400,12.5,12.2,6.9,"Hand County, South Dakota"
826,0500000US46135,46,46,04,135,22717,11850,11449,3.4,58342,31772,11.1,90.9,25.7,644,24.0,148300,15.6,15.6,10.1,"Yankton County, South Dakota"
827,0500000US46005,46,46,04,005,18346,9171,9028,1.6,52313,27655,16.2,84.3,20.5,619,22.0,109700,14.5,14.5,6.1,"Beadle County, South Dakota"
828,0500000US46035,46,46,04,035,19871,10884,10678,1.9,50570,31560,14.2,92.1,26.5,759,24.4,154700,15.7,12.1,8.5,"Davison County, South Dakota"
829,0500000US46073,46,46,04,073,2018,951,950,0.1,49632,42660,7.9,89.4,22.5,494,16.7,81900,13.1,14.7,10.5,"Jerauld County, South Dakota"
830,0500000US46117,46,46,04,117,3017,1748,1739,0.5,71382,42838,4.7,94.9,32.1,772,35.1,163300,14.6,15.8,7.3,"Stanley County, South Dakota"
831,0500000US46107,46,46,04,107,2315,1139,1131,0.7,54583,32379,7.5,92.8,22.3,684,17.5,102300,13.5,12.6,10.1,"Potter County, South Dakota"
832,0500000US46023,46,46,04,023,9349,4190,3901,6.9,50481,22347,19.0,88.5,18.6,558,21.7,116700,14.4,12.0,8.4,"Charles Mix County, South Dakota"
833,0500000US46091,46,46,04,091,4891,2545,2478,2.6,63723,32472,8.5,92.1,24.1,597,18.8,118900,13.1,18.1,7.9,"Marshall County, South Dakota"
834,0500000US46105,46,46,04,105,2897,1650,1603,2.8,57981,33678,9.2,92.4,20.3,590,24.6,102000,12.5,13.7,10.9,"Perkins County, South Dakota"
835,0500000US21235,21,21,04,235,36131,13692,12811,6.4,39005,20547,23.6,81.4,20.4,604,26.2,92500,14.0,21.7,7.1,"Whitley County, Kentucky"
836,0500000US21071,21,21,04,071,36456,11951,10603,11.3,32730,19471,30.7,75.2,11.3,646,32.6,74400,14.8,23.6,4.9,"Floyd County, Kentucky"
837,0500000US21117,21,21,04,117,165668,89136,85375,4.2,64339,33330,11.5,89.9,31.7,811,25.4,161100,16.0,23.7,8.0,"Kenton County, Kentucky"
838,0500000US21153,21,21,04,153,12491,3996,3372,15.6,28147,18243,28.3,69.7,9.5,533,36.5,66800,15.8,37.0,3.2,"Magoffin County, Kentucky"
839,0500000US21205,21,21,04,205,24507,10691,10155,5.0,38230,20488,27.9,84.2,25.1,652,31.0,124200,14.5,22.3,5.9,"Rowan County, Kentucky"
840,0500000US21217,21,21,04,217,25571,11787,11199,5.0,44522,23602,17.9,87.1,19.6,643,30.2,120200,13.7,18.9,6.9,"Taylor County, Kentucky"
841,0500000US21039,21,21,04,039,4784,1936,1865,3.7,45109,30065,16.8,83.3,14.9,637,29.3,89300,14.3,26.4,7.7,"Carlisle County, Kentucky"
842,0500000US21065,21,21,04,065,14224,5428,4831,11.0,31688,17746,30.9,75.6,9.9,574,27.7,76800,15.3,31.1,5.9,"Estill County, Kentucky"
843,0500000US22079,22,22,04,079,130970,58102,54389,6.4,47269,25984,19.6,85.5,20.9,821,31.7,143100,14.2,23.2,9.7,"Rapides Parish, Louisiana"
844,0500000US22105,22,22,04,105,132057,62257,57761,7.2,47832,25163,21.4,83.6,20.0,832,34.0,162800,14.8,31.6,6.9,"Tangipahoa Parish, Louisiana"
845,0500000US22123,22,22,04,123,11041,4195,3767,10.2,38500,22439,21.9,78.8,11.7,547,28.3,90300,11.5,24.6,5.2,"West Carroll Parish, Louisiana"
846,0500000US22021,22,22,04,021,9992,3630,3355,7.6,37691,23216,25.1,76.7,13.8,611,21.8,77300,14.4,29.8,6.3,"Caldwell Parish, Louisiana"
847,0500000US22035,22,22,04,035,7096,1469,1359,7.5,22346,19483,44.6,70.5,8.9,485,34.1,76800,14.1,14.3,3.3,"East Carroll Parish, Louisiana"
848,0500000US22039,22,22,04,039,33589,13472,11740,12.9,31965,18770,28.7,75.7,11.6,577,30.1,96600,13.8,27.7,4.6,"Evangeline Parish, Louisiana"
