,ACS_GEO_ID,ACS_GEO_ID2,STFIPS,AREATYPE,AREA,TOTAL_POPULATION,CIVILIAN_LABOR_FORCE,NUMBER_EMPLOYED,UNEMPLOYMENT_RATE,MEDIAN_HOUSEHOLD_INCOME,PER_CAPITA_INCOME,POVERTY_RATE,HIGH_SCHOOL_GRADUATE,BACHELOR_DEGREE_GRADUATE,MEDIAN_GROSS_RENT,RENT_PERCENT_INCOME,MEDIAN_HOUSING_VALUE,OWNER_COST_PERCENT_INCOME,MEAN_TRAVEL_TIME_TO_WORK,CIVILIAN_VETERANS,AREANAME_UNUSED
0,0400000US01,01,01,01,000001,4876250,2229479,2097384,5.9,50536,27928,16.7,86.2,25.5,792,29.0,142700,15.5,24.9,8.8,Alabama
1,0400000US02,02,02,01,000002,737068,374582,347774,7.2,77640,36787,10.7,92.8,29.6,1244,27.7,270400,18.2,19.1,12.2,Alaska
2,0400000US04,04,04,01,000004,7050299,3326563,3130658,5.9,58945,30694,15.1,87.1,29.5,1052,29.1,225500,17.5,25.7,9.0,Arizona
3,0400000US05,05,05,01,000005,2999370,1373971,1303490,5.1,47597,26577,17.0,86.6,23.0,745,27.8,127800,14.9,21.7,8.6,Arkansas
4,0400000US06,06,06,01,000006,39283497,19790474,18591241,6.1,75235,36955,13.4,83.3,33.9,1503,32.5,505000,21.6,29.8,5.2,California
5,0400000US08,08,08,01,000008,5610349,3035960,2904589,4.3,72331,38226,10.3,91.7,40.9,1271,30.5,343300,18.5,25.8,8.7,Colorado
6,0400000US10,10,10,01,000010,957248,482101,455620,5.5,68287,35450,11.8,90.0,32.0,1130,29.6,251100,17.7,26.3,8.7,Delaware
7,0400000US11,11,11,01,000011,692683,404838,376871,6.9,86420,56147,16.2,90.9,58.5,1541,28.5,601500,18.7,30.8,4.6,District of Columbia
8,0400000US09,09,09,01,000009,3575074,1932092,1815636,6.0,78444,44496,9.9,90.6,39.3,1180,30.9,275400,20.6,26.6,5.9,Connecticut
9,0400000US12,12,12,01,000012,20901636,10056801,9495353,5.6,55660,31619,14.0,88.2,29.9,1175,33.3,215300,18.6,27.8,8.6,Florida
10,0400000US13,13,13,01,000013,10403847,5125182,4834622,5.7,58700,31067,15.1,87.1,31.3,1006,29.6,176000,17.2,28.8,8.0,Georgia
11,0400000US16,16,16,01,000016,1717750,828116,792237,4.3,55785,27970,13.1,90.8,27.6,853,28.3,212300,17.2,21.1,9.1,Idaho
12,0400000US15,15,15,01,000015,1422094,710527,680258,4.3,81275,35567,9.4,92.0,33.0,1617,32.5,615300,20.3,27.5,9.5,Hawaii
13,0400000US17,17,17,01,000017,12770631,6645843,6250862,5.9,65886,36038,12.5,89.2,34.7,1010,29.1,194500,18.5,29.2,5.8,Illinois
14,0400000US18,18,18,01,000018,6665703,3363860,3202509,4.8,56303,29777,13.4,88.8,26.5,826,28.6,141700,15.7,23.8,7.5,Indiana
15,0400000US19,19,19,01,000019,3139508,1676475,1613902,3.7,60523,32176,11.5,92.1,28.6,789,26.9,147800,16.2,19.3,7.7,Iowa
16,0400000US20,20,20,01,000020,2910652,1501455,1440453,4.1,59597,31814,12.0,91.0,33.4,850,27.2,151900,16.6,19.4,8.1,Kansas
17,0400000US21,21,21,01,000021,4449052,2095422,1978477,5.6,50589,28178,17.3,86.3,24.2,763,27.6,141000,15.8,23.6,7.8,Kentucky
18,0400000US22,22,22,01,000022,4664362,2174778,2033758,6.5,49469,27923,19.2,85.2,24.1,866,32.5,163100,14.9,25.7,6.9,Louisiana
19,0400000US23,23,23,01,000023,1335492,699339,670417,4.1,57918,32637,11.8,92.6,31.8,853,28.8,190400,18.3,24.2,9.6,Maine
20,0400000US24,24,24,01,000024,6018848,3238282,3073886,5.1,84805,42122,9.2,90.2,40.2,1392,29.9,314800,19.1,33.2,7.9,Maryland
21,0400000US25,25,25,01,000025,6850553,3795730,3612375,4.8,81215,43761,10.3,90.8,43.7,1282,29.8,381600,20.3,30.2,5.5,Massachusetts
22,0400000US26,26,26,01,000026,9965265,4948824,4654930,5.9,57144,31713,14.4,90.8,29.1,871,29.5,154900,16.9,24.6,7.1,Michigan
23,0400000US27,27,27,01,000027,5563378,3069730,2958615,3.6,71306,37625,9.7,93.1,36.1,977,28.3,223900,17.3,23.7,7.0,Minnesota
24,0400000US28,28,28,01,000028,2984418,1334957,1235224,7.5,45081,24369,20.3,84.5,22.0,780,29.7,119000,15.6,24.8,7.3,Mississippi
25,0400000US29,29,29,01,000029,6104910,3055789,2916000,4.6,55461,30810,13.7,89.9,29.2,830,27.9,157200,16.6,23.9,8.5,Missouri
26,0400000US30,30,30,01,000030,1050649,533842,512329,4.0,54970,31151,13.1,93.6,32.0,810,27.7,230600,17.5,18.3,10.4,Montana
27,0400000US31,31,31,01,000031,1914571,1033747,999212,3.3,61439,32302,11.1,91.4,31.9,833,26.4,155800,16.8,18.8,8.2,Nebraska
28,0400000US32,32,32,01,000032,2972382,1498994,1406568,6.2,60365,31557,13.1,86.7,24.7,1107,29.8,267900,18.5,24.6,9.1,Nevada
29,0400000US33,33,33,01,000033,1348124,757131,729701,3.6,76768,40003,7.6,93.1,37.0,1111,28.6,261700,20.3,27.5,8.8,New Hampshire
30,0400000US34,34,34,01,000034,8878503,4680584,4422491,5.5,82545,42745,10.0,89.8,39.7,1334,30.8,335600,22.3,32.2,4.7,New Jersey
31,0400000US35,35,35,01,000035,2092454,952104,888646,6.7,49754,27230,19.1,85.6,27.3,844,29.3,171400,16.4,22.3,9.1,New Mexico
32,0400000US36,36,36,01,000036,19572319,10045829,9498320,5.5,68486,39326,14.1,86.8,36.6,1280,31.2,313700,19.5,33.6,4.6,New York
33,0400000US37,37,37,01,000037,10264876,5045479,4764135,5.6,54602,30783,14.7,87.8,31.3,907,28.9,172500,16.9,24.8,8.4,North Carolina
34,0400000US38,38,38,01,000038,756717,413728,402322,2.8,64894,36062,10.7,92.6,30.0,826,24.4,193900,14.4,17.3,8.0,North Dakota
35,0400000US39,39,39,01,000039,11655397,5909927,5595444,5.3,56602,31552,14.0,90.4,28.3,808,27.8,145700,16.7,23.7,7.8,Ohio
36,0400000US40,40,40,01,000040,3932870,1866957,1772123,5.1,52919,28422,15.7,88.0,25.5,810,27.4,136800,15.6,21.9,9.2,Oklahoma
37,0400000US41,41,41,01,000041,4129803,2093602,1979043,5.5,62818,33763,13.2,90.7,33.7,1110,30.3,312200,19.5,23.9,8.7,Oregon
38,0400000US42,42,42,01,000042,12791530,6546834,6199456,5.3,61744,34352,12.4,90.5,31.4,938,29.0,180200,17.7,27.2,7.5,Pennsylvania
39,0400000US44,44,44,01,000044,1057231,564333,533878,5.4,67167,36121,12.4,88.8,34.2,1004,29.1,261900,20.5,25.2,6.4,Rhode Island
40,0400000US45,45,45,01,000045,5020806,2415057,2275531,5.8,53199,29426,15.2,87.5,28.1,894,29.6,162300,16.3,25.0,9.4,South Carolina
41,0400000US46,46,46,01,000046,870638,459627,443891,3.4,58275,30773,13.1,91.7,28.8,747,25.5,167100,16.2,17.2,8.8,South Dakota
42,0400000US47,47,47,01,000047,6709356,3282671,3109872,5.3,53320,29859,15.2,87.5,27.3,869,28.9,167200,16.4,25.2,8.3,Tennessee
43,0400000US48,48,48,01,000048,28260856,13962458,13253631,5.1,61874,31277,14.7,83.7,29.9,1045,29.1,172500,17.2,26.6,7.0,Texas
44,0400000US50,50,50,01,000050,624313,341351,329028,3.6,61973,34577,10.9,92.7,38.0,985,30.3,227700,20.4,23.3,7.3,Vermont
45,0400000US49,49,49,01,000049,3096848,1552893,1497354,3.6,71621,29775,9.8,92.3,34.0,1037,27.7,279100,17.8,21.9,5.6,Utah
46,0400000US51,51,51,01,000051,8454463,4356868,4156018,4.6,74222,39278,10.6,89.7,38.8,1234,29.1,273100,18.2,28.7,10.5,Virginia
47,0400000US53,53,53,01,000053,7404107,3781609,3594279,5.0,73775,38915,10.8,91.3,36.0,1258,29.1,339000,19.3,28.0,9.3,Washington
48,0400000US54,54,54,01,000054,1817305,792820,740910,6.5,46711,26480,17.6,86.9,20.6,725,28.8,119600,13.8,25.9,9.0,West Virginia
49,0400000US55,55,55,01,000055,5790716,3093923,2982359,3.6,61747,33375,11.3,92.2,30.1,856,27.4,180600,17.8,22.2,7.4,Wisconsin
50,0400000US56,56,56,01,000056,581024,302047,288503,4.5,64049,33366,11.0,93.2,27.4,855,26.4,220500,16.5,17.9,10.2,Wyoming
51,0400000US72,72,72,01,000072,3318447,1225447,1028513,16.1,20539,12914,44.1,76.5,25.9,478,32.3,111500,15.3,29.3,2.9,Puerto Rico
52,0500000US17051,17,17,04,051,21565,9285,8760,5.7,46650,23194,17.2,83.8,11.3,612,26.8,88300,14.8,22.2,8.0,"Fayette County, Illinois"
53,0500000US17107,17,17,04,107,29003,13164,12426,5.6,57308,27546,9.3,88.7,19.9,689,22.6,103200,14.7,21.9,8.1,"Logan County, Illinois"
54,0500000US17165,17,17,04,165,23994,10718,9902,7.6,44090,25342,21.1,86.7,19.2,622,28.5,73800,13.9,23.6,8.6,"Saline County, Illinois"
55,0500000US17097,17,17,04,097,701473,371283,351926,5.2,89427,45766,7.9,90.6,45.3,1197,29.1,265100,19.6,30.4,5.8,"Lake County, Illinois"
56,0500000US17127,17,17,04,127,14219,5895,5636,4.4,47481,23539,16.7,86.8,13.9,692,30.9,83600,16.1,23.0,9.3,"Massac County, Illinois"
57,0500000US17017,17,17,04,017,12493,6392,5978,6.5,52373,26992,14.8,84.0,15.1,598,22.7,80800,14.6,20.4,8.4,"Cass County, Illinois"
58,0500000US18069,18,18,04,069,36359,19118,18586,2.8,53632,26502,10.9,91.8,20.1,703,27.7,107200,15.3,21.5,8.5,"Huntington County, Indiana"
59,0500000US18181,18,18,04,181,24149,11748,11283,4.0,54576,27461,9.2,88.8,16.4,706,24.7,113500,15.6,25.5,10.0,"White County, Indiana"
60,0500000US18075,18,18,04,075,20840,9992,9616,3.8,47658,23443,14.1,88.0,11.4,677,23.5,91400,14.4,20.6,7.1,"Jay County, Indiana"
61,0500000US18145,18,18,04,145,44438,23047,22227,3.6,60404,29583,11.3,87.3,18.7,801,26.5,133200,15.4,24.3,8.6,"Shelby County, Indiana"
62,0500000US18153,18,18,04,153,20730,9031,8591,4.9,50245,24356,12.0,88.7,12.1,667,29.1,86000,14.4,23.2,7.8,"Sullivan County, Indiana"
63,0500000US18157,18,18,04,157,191553,101058,96929,4.1,53130,27451,18.7,91.6,38.7,851,32.2,153000,15.3,17.7,4.9,"Tippecanoe County, Indiana"
64,0500000US18057,18,18,04,057,323117,177633,172742,2.8,98173,49287,4.6,96.8,59.3,1176,24.9,263300,16.1,25.4,6.0,"Hamilton County, Indiana"
65,0500000US18005,18,18,04,005,82481,41919,40151,4.2,63431,31774,13.4,90.6,33.5,937,23.7,153500,15.5,19.7,6.1,"Bartholomew County, Indiana"
66,0500000US18049,18,18,04,049,20096,9744,9330,4.2,52034,26427,12.4,87.8,15.8,690,28.1,103600,15.9,22.6,10.1,"Fulton County, Indiana"
67,0500000US18113,18,18,04,113,47506,23900,22957,3.9,56789,26832,7.4,83.6,13.7,712,24.8,125800,15.1,22.2,8.2,"Noble County, Indiana"
68,0500000US18019,18,18,04,019,116507,61202,58218,4.9,55630,29062,10.1,89.4,21.2,845,28.6,142800,16.1,23.7,8.8,"Clark County, Indiana"
69,0500000US18063,18,18,04,063,163799,89848,86609,3.6,81933,36569,5.0,94.0,37.0,1076,26.0,191700,16.1,26.8,7.8,"Hendricks County, Indiana"
70,0500000US18053,18,18,04,053,66452,31332,29082,7.2,44356,23046,18.0,87.2,17.9,700,28.5,92700,15.3,19.0,8.5,"Grant County, Indiana"
71,0500000US18071,18,18,04,071,44025,21633,20694,4.3,51250,25840,14.6,87.3,16.7,767,27.5,125300,15.8,21.0,6.2,"Jackson County, Indiana"
72,0500000US18119,18,18,04,119,20835,10238,9683,5.4,49543,25209,15.4,85.4,13.1,696,28.5,117600,16.8,31.4,8.6,"Owen County, Indiana"
73,0500000US18183,18,18,04,183,33730,17848,17204,3.6,61741,31843,9.7,91.8,20.7,722,25.4,143100,15.9,24.0,8.1,"Whitley County, Indiana"
74,0500000US18023,18,18,04,023,32273,15794,15183,3.9,54286,24489,12.5,85.7,16.3,726,26.8,111500,14.5,22.4,7.2,"Clinton County, Indiana"
75,0500000US18161,18,18,04,161,7113,3445,3395,1.5,50375,25661,7.4,87.4,18.5,797,26.7,116300,16.5,25.1,9.2,"Union County, Indiana"
76,0500000US18029,18,18,04,029,49479,25713,24757,3.7,68658,30800,9.1,89.6,22.9,744,29.3,170400,16.5,29.4,8.7,"Dearborn County, Indiana"
77,0500000US18093,18,18,04,093,45548,21872,20914,4.4,53610,26603,12.4,88.3,15.8,686,26.6,117400,15.7,23.7,10.3,"Lawrence County, Indiana"
78,0500000US18123,18,18,04,123,19102,8635,8372,3.0,52348,25707,11.9,90.3,16.1,571,25.3,111500,14.3,24.0,9.4,"Perry County, Indiana"
79,0500000US18129,18,18,04,129,25560,12934,12401,4.1,64196,32091,8.9,93.4,21.9,688,27.7,144200,14.5,22.8,9.4,"Posey County, Indiana"
80,0500000US18015,18,18,04,015,20074,9667,9367,3.1,54806,29366,9.6,88.4,16.7,691,20.6,131700,15.1,28.6,9.9,"Carroll County, Indiana"
81,0500000US18045,18,18,04,045,16430,7946,7601,4.3,52874,28058,11.1,89.0,14.9,674,25.2,103000,13.8,24.9,8.5,"Fountain County, Indiana"
82,0500000US18149,18,18,04,149,22952,10260,9751,5.0,51190,24673,14.8,84.9,11.9,697,26.8,115500,15.6,29.5,8.5,"Starke County, Indiana"
83,0500000US18055,18,18,04,055,32159,15052,14333,4.8,51613,25453,14.3,87.9,14.9,636,27.6,97600,14.6,28.3,8.3,"Greene County, Indiana"
84,0500000US19011,19,19,04,011,25636,13678,13269,3.0,67729,33301,8.8,94.1,22.1,640,25.3,157200,16.5,24.5,8.6,"Benton County, Iowa"
85,0500000US19061,19,19,04,061,96982,52569,50533,3.9,63031,32905,11.4,92.7,30.8,783,26.4,166800,16.7,16.7,7.3,"Dubuque County, Iowa"
86,0500000US19151,19,19,04,151,6797,3434,3322,3.3,52448,30013,10.7,92.2,15.0,597,21.8,76000,12.8,17.7,9.2,"Pocahontas County, Iowa"
87,0500000US19177,19,19,04,177,7150,3219,3051,5.2,48591,27252,12.8,89.2,14.4,571,24.8,92800,15.7,22.6,9.7,"Van Buren County, Iowa"
88,0500000US19003,19,19,04,003,3670,1742,1674,3.9,49255,28440,14.1,93.8,15.6,549,20.6,87500,14.6,21.3,9.4,"Adams County, Iowa"
89,0500000US19009,19,19,04,009,5571,2958,2906,1.8,52055,30344,11.7,89.5,17.1,582,22.3,79500,12.4,18.5,9.0,"Audubon County, Iowa"
90,0500000US19051,19,19,04,051,8920,4333,4202,3.0,63404,29387,9.9,83.1,19.5,631,25.1,115000,15.6,22.1,7.2,"Davis County, Iowa"
91,0500000US19093,19,19,04,093,6901,3543,3452,2.6,58427,33789,9.6,93.2,18.6,532,20.9,100900,12.2,19.7,8.4,"Ida County, Iowa"
92,0500000US19135,19,19,04,135,7807,3940,3785,3.9,58269,28999,10.5,87.7,17.4,566,27.7,100200,14.9,22.2,8.1,"Monroe County, Iowa"
93,0500000US19167,19,19,04,167,34827,19250,18732,2.7,69844,29360,6.3,90.2,29.1,726,24.0,167500,14.8,12.9,5.7,"Sioux County, Iowa"
94,0500000US19025,19,19,04,025,9744,4416,4314,2.3,52323,28434,12.6,93.8,18.7,588,23.6,82000,13.0,19.0,9.3,"Calhoun County, Iowa"
95,0500000US19033,19,19,04,033,42834,23098,22181,4.0,53963,32757,10.1,92.7,23.6,707,26.4,128600,15.1,16.9,8.3,"Cerro Gordo County, Iowa"
96,0500000US19083,19,19,04,083,17061,8644,8491,1.8,54196,28770,9.6,92.4,20.8,639,24.3,94300,14.6,18.6,9.0,"Hardin County, Iowa"
97,0500000US19117,19,19,04,117,8583,4258,4113,3.4,55205,31069,11.8,92.1,17.0,664,25.7,96400,15.2,21.6,8.5,"Lucas County, Iowa"
98,0500000US19147,19,19,04,147,9003,4648,4581,1.4,52932,28445,6.4,92.7,25.5,580,20.6,102200,14.6,15.3,9.5,"Palo Alto County, Iowa"
99,0500000US19087,19,19,04,087,19941,9802,9264,5.5,53501,26408,10.7,92.6,19.6,694,26.4,115500,15.6,18.2,9.6,"Henry County, Iowa"
100,0500000US19099,19,19,04,099,36971,18734,18027,3.8,58952,28604,9.0,93.9,18.8,730,24.7,134200,16.5,22.8,8.3,"Jasper County, Iowa"
101,0500000US19157,19,19,04,157,18388,10000,9602,4.0,53852,31827,9.9,93.9,26.1,719,24.3,141100,16.9,19.2,8.3,"Poweshiek County, Iowa"
102,0500000US19043,19,19,04,043,17625,9313,9087,2.4,53152,28294,11.5,89.9,17.7,648,23.1,121700,15.7,22.1,9.5,"Clayton County, Iowa"
103,0500000US19017,19,19,04,017,24864,13467,13158,2.3,70395,32814,7.4,96.4,30.7,661,25.1,165700,16.2,20.7,8.3,"Bremer County, Iowa"
104,0500000US19063,19,19,04,063,9438,4896,4721,3.6,51563,28651,12.4,90.7,18.8,694,27.5,89300,14.9,18.8,7.2,"Emmet County, Iowa"
105,0500000US19081,19,19,04,081,10802,5774,5647,2.2,61761,30309,10.0,93.3,23.8,642,24.7,102200,13.8,19.2,7.6,"Hancock County, Iowa"
106,0500000US19097,19,19,04,097,19401,9911,9547,3.7,55967,29660,13.1,92.6,19.2,624,29.0,128200,14.4,24.4,8.8,"Jackson County, Iowa"
107,0500000US19111,19,19,04,111,34227,16715,15554,6.9,49564,26710,14.2,93.0,16.4,670,27.1,94500,15.5,18.0,9.4,"Lee County, Iowa"
108,0500000US19181,19,19,04,181,50076,27172,26361,3.0,77048,36496,8.2,95.4,31.9,807,28.1,187200,16.9,24.4,8.2,"Warren County, Iowa"
109,0500000US19123,19,19,04,123,22164,11496,11050,3.9,54825,28174,13.7,92.2,22.0,652,22.7,115300,15.9,18.6,6.6,"Mahaska County, Iowa"
110,0500000US19041,19,19,04,041,16211,8467,8111,4.2,50521,28747,10.9,93.6,22.7,700,25.7,124100,16.6,16.9,8.7,"Clay County, Iowa"
111,0500000US19055,19,19,04,055,17183,9445,9258,2.0,63750,32112,9.2,91.7,16.6,621,22.3,136100,15.3,22.5,7.6,"Delaware County, Iowa"
112,0500000US13005,13,13,04,005,11201,4302,4108,4.5,37519,20326,23.8,82.1,10.5,526,26.0,81100,13.1,20.9,7.0,"Bacon County, Georgia"
113,0500000US13025,13,13,04,025,18756,7186,6769,5.8,38857,20191,19.6,78.9,8.9,622,28.9,72300,16.6,29.9,6.4,"Brantley County, Georgia"
114,0500000US13017,13,13,04,017,17033,6508,6130,5.8,32229,17774,29.6,83.5,11.2,656,27.3,83400,17.9,16.2,6.5,"Ben Hill County, Georgia"
115,0500000US13033,13,13,04,033,22520,9792,9366,4.4,44151,22173,22.2,80.1,13.2,616,30.3,88700,14.2,27.8,9.0,"Burke County, Georgia"
116,0500000US13047,13,13,04,047,66700,32631,31272,4.2,56235,27308,9.9,87.5,21.4,775,26.5,144300,15.6,24.4,8.4,"Catoosa County, Georgia"
117,0500000US13053,13,13,04,053,10560,2501,2219,11.3,47096,23769,19.8,94.3,29.5,1192,28.5,71300,14.9,12.9,18.8,"Chattahoochee County, Georgia"
118,0500000US13055,13,13,04,055,24812,9641,9098,5.6,36807,18715,19.4,73.8,8.9,608,26.6,72200,14.0,26.9,7.0,"Chattooga County, Georgia"
119,0500000US13073,13,13,04,073,150705,72009,68738,4.5,82339,34579,7.5,92.7,36.4,1149,25.6,203400,16.5,26.6,16.0,"Columbia County, Georgia"
120,0500000US13087,13,13,04,087,26682,10883,10317,5.2,41481,21568,24.3,82.5,13.8,677,25.7,110900,16.4,22.9,6.3,"Decatur County, Georgia"
121,0500000US13115,13,13,04,115,97369,44108,41723,5.4,48336,25776,18.4,82.4,20.9,762,29.4,132400,16.0,23.5,8.4,"Floyd County, Georgia"
122,0500000US13117,13,13,04,117,228383,119093,115231,3.2,107218,43832,5.7,93.0,53.1,1380,27.0,339700,17.1,33.6,6.2,"Forsyth County, Georgia"
123,0500000US13137,13,13,04,137,44626,19343,18747,3.1,50563,23046,15.1,79.6,19.3,772,25.0,150500,17.3,27.5,8.2,"Habersham County, Georgia"
124,0500000US13147,13,13,04,147,25773,10406,9819,5.6,43204,23181,15.1,81.5,15.7,720,31.3,137700,16.1,21.6,7.6,"Hart County, Georgia"
125,0500000US13185,13,13,04,185,115364,51172,47834,6.5,42441,23348,24.4,86.6,25.3,802,30.5,140600,17.3,19.7,9.3,"Lowndes County, Georgia"
126,0500000US13191,13,13,04,191,14174,6459,6069,6.0,49504,26892,17.6,85.2,17.6,813,32.1,128000,17.6,27.4,14.0,"McIntosh County, Georgia"
127,0500000US13199,13,13,04,199,21106,8601,8071,6.2,37121,21038,22.9,79.7,10.4,714,31.7,103300,17.8,35.9,6.9,"Meriwether County, Georgia"
128,0500000US13207,13,13,04,207,27171,12181,11331,7.0,54754,33290,13.9,85.7,26.8,704,28.5,166900,15.6,28.0,8.1,"Monroe County, Georgia"
129,0500000US13237,13,13,04,237,21691,9914,9501,4.2,51606,31504,16.1,87.6,23.4,788,30.2,160400,15.5,26.4,9.6,"Putnam County, Georgia"
130,0500000US13261,13,13,04,261,30064,12908,11813,8.5,36681,20654,27.1,81.4,18.3,736,31.5,95700,17.9,19.4,6.4,"Sumter County, Georgia"
131,0500000US13265,13,13,04,265,1611,645,598,7.3,37446,21416,21.1,71.0,8.1,547,26.4,80200,17.2,32.2,8.0,"Taliaferro County, Georgia"
132,0500000US13301,13,13,04,301,5297,2222,2115,4.8,37203,23448,26.8,73.2,12.3,631,29.2,66200,18.8,27.6,5.0,"Warren County, Georgia"
133,0500000US19185,19,19,04,185,6429,2847,2799,1.7,44768,25628,17.2,87.9,12.7,524,22.0,81100,15.2,23.0,8.3,"Wayne County, Iowa"
134,0500000US19163,19,19,04,163,172446,87948,84565,3.8,61183,33643,12.1,92.8,31.8,793,29.2,163200,16.7,18.8,9.0,"Scott County, Iowa"
135,0500000US20181,20,20,04,181,5938,3039,2931,3.6,54754,27919,11.5,92.3,21.8,819,24.8,111400,17.7,12.2,5.3,"Sherman County, Kansas"
136,0500000US20193,20,20,04,193,7810,4328,4232,2.2,60124,30442,12.0,93.3,22.6,638,23.8,129700,16.4,11.9,5.9,"Thomas County, Kansas"
137,0500000US20127,20,20,04,127,5566,2786,2719,2.4,55658,29558,9.0,91.2,21.4,659,19.9,103000,13.9,22.8,11.8,"Morris County, Kansas"
138,0500000US20163,20,20,04,163,5053,2543,2465,3.1,49415,26420,7.8,88.7,23.1,550,21.3,78800,14.9,15.1,8.7,"Rooks County, Kansas"
139,0500000US20025,20,20,04,025,2026,1003,988,1.5,53348,28227,10.9,94.8,26.1,589,16.7,75900,15.9,15.2,11.3,"Clark County, Kansas"
140,0500000US20077,20,20,04,077,5594,2516,2371,5.8,49865,24800,16.1,89.6,16.2,681,22.0,74300,14.8,16.7,9.6,"Harper County, Kansas"
141,0500000US20111,20,20,04,111,33251,18327,17330,5.4,46338,26904,16.9,88.3,27.5,674,29.9,106800,16.2,15.9,6.6,"Lyon County, Kansas"
142,0500000US20145,20,20,04,145,6629,2761,2694,2.4,49917,25131,6.4,90.6,19.6,602,20.6,82400,13.8,12.0,10.2,"Pawnee County, Kansas"
143,0500000US20033,20,20,04,033,1740,954,925,3.0,54821,30355,10.5,93.9,16.0,443,18.4,70300,14.2,11.8,7.3,"Comanche County, Kansas"
144,0500000US20063,20,20,04,063,2644,1309,1288,1.6,48317,28859,10.0,92.1,19.7,693,23.8,89600,14.3,14.1,7.2,"Gove County, Kansas"
145,0500000US20079,20,20,04,079,34503,17621,17037,3.3,57982,28226,9.6,90.5,33.2,733,27.2,126100,16.8,19.3,7.3,"Harvey County, Kansas"
146,0500000US20093,20,20,04,093,3907,1696,1659,2.2,52599,23415,19.6,75.9,14.7,645,20.9,116700,17.1,13.6,5.4,"Kearny County, Kansas"
147,0500000US20113,20,20,04,113,28567,15125,14832,1.9,59089,31006,8.8,91.3,28.0,746,23.1,151800,16.0,13.8,6.6,"McPherson County, Kansas"
148,0500000US05041,05,05,04,041,11709,4969,4563,8.2,31893,19235,29.1,81.1,14.1,495,27.2,70300,15.3,17.4,5.7,"Desha County, Arkansas"
149,0500000US05049,05,05,04,049,12231,4322,4077,5.7,35405,19697,20.7,85.6,12.2,545,28.2,86400,14.8,23.2,12.0,"Fulton County, Arkansas"
150,0500000US05061,05,05,04,061,13311,6011,5601,6.8,36059,24481,19.4,85.2,13.6,601,29.1,95900,13.4,20.6,7.6,"Howard County, Arkansas"
151,0500000US05051,05,05,04,051,98555,43613,41221,5.5,44777,27171,18.6,89.1,21.6,771,29.9,139900,16.1,22.0,10.5,"Garland County, Arkansas"
152,0500000US05093,05,05,04,093,42126,19129,17365,9.2,39962,22750,24.3,81.1,13.8,632,25.4,84500,13.7,18.3,7.4,"Mississippi County, Arkansas"
153,0500000US05115,05,05,04,115,63761,28577,26754,6.4,43462,23391,18.8,84.5,22.8,681,30.0,126400,15.3,19.5,8.7,"Pope County, Arkansas"
154,0500000US05117,05,05,04,117,8189,3712,3450,7.1,42660,25789,14.8,83.2,15.4,619,23.1,67400,14.2,27.1,8.4,"Prairie County, Arkansas"
155,0500000US05139,05,05,04,139,39449,16405,15590,5.0,44663,25193,19.1,84.9,21.1,674,30.0,86500,14.6,19.6,7.5,"Union County, Arkansas"
156,0500000US05147,05,05,04,147,6533,2879,2653,7.8,32845,23423,25.2,81.7,14.0,504,30.0,66400,13.8,18.9,6.4,"Woodruff County, Arkansas"
157,0500000US05023,05,05,04,023,25100,10779,10314,4.3,44483,27227,14.0,85.9,15.5,704,24.3,129900,14.5,27.2,12.5,"Cleburne County, Arkansas"
158,0500000US05025,05,05,04,025,8128,3239,3061,5.5,46684,24225,18.4,89.6,16.2,630,21.6,97100,13.7,31.2,7.7,"Cleveland County, Arkansas"
159,0500000US05067,05,05,04,067,17027,5992,5542,7.5,34109,20295,24.4,80.2,10.1,588,29.3,66600,13.9,19.6,7.5,"Jackson County, Arkansas"
160,0500000US05057,05,05,04,057,21842,9663,9218,4.6,42860,21521,22.7,82.6,15.1,694,30.4,81100,13.4,20.6,7.2,"Hempstead County, Arkansas"
161,0500000US05135,05,05,04,135,17139,6226,5957,4.3,34671,21423,22.2,83.5,10.2,527,29.5,80700,15.3,22.2,13.6,"Sharp County, Arkansas"
162,0500000US05137,05,05,04,137,12475,4829,4526,6.3,38188,20695,19.8,81.2,13.9,604,33.0,121100,13.7,22.8,10.4,"Stone County, Arkansas"
163,0500000US05143,05,05,04,143,232289,116950,111363,4.8,50451,27790,16.4,85.0,33.3,794,27.4,173400,15.1,21.2,6.8,"Washington County, Arkansas"
164,0500000US05005,05,05,04,005,41427,16824,16051,4.6,42260,26863,13.1,88.7,17.9,703,26.7,133400,15.9,16.2,13.7,"Baxter County, Arkansas"
165,0500000US05003,05,05,04,003,20270,8242,7796,5.4,44744,23391,16.7,83.3,12.3,533,30.2,76400,13.3,20.3,6.2,"Ashley County, Arkansas"
166,0500000US05031,05,05,04,031,107345,53051,49761,6.2,47286,26948,16.6,89.3,26.2,757,27.9,140700,14.4,19.0,6.7,"Craighead County, Arkansas"
167,0500000US05055,05,05,04,055,44937,20311,18761,7.6,47056,23494,16.4,88.2,16.2,698,26.4,118800,15.0,20.9,8.5,"Greene County, Arkansas"
168,0500000US05105,05,05,04,105,10355,4014,3793,5.5,48667,23164,17.9,84.8,12.7,631,23.5,106300,13.3,35.4,11.4,"Perry County, Arkansas"
